NEEDS_FIXING,PRONOUNCE,SYLLABARY
,ju:wo:hlísdi,ᏧᏬᏟᏍᏗ
,ju:wà:hlǐ:sóhdi,ᏧᏩᏟᏐᏗ
*,ju:wà:tdi,ᏧᏩtᏗ
,juje:li̋,ᏧᏤᎵ
,juje:li̋:ʔi,ᏧᏤᎵᎢ
,juné:nv̀:sv̋ à:né.,ᏧᏁᏅᏒ ᎠᏁ.
,juné:nv̀:sv̋ à:né:ga.,ᏧᏁᏅᏒ ᎠᏁᎦ.
,juné:nv̀:sv̋:ʔi à:né:ga.,ᏧᏁᏅᏒᎢ ᎠᏁᎦ.
,jusdi̋.,ᏧᏍᏗ.
,juwe̋:ti.,ᏧᏪᏘ.
*,juwoːdű gùːg dàːgi.,ᏧᏬᏚ Ꭻg ᏓᎩ.
,juwoːdűːhi gùːgu dàːgiha.,ᏧᏬᏚᎯ ᎫᎫ ᏓᎩᎭ.
,juwé:nv̀:sv̋ é.,ᏧᏪᏅᏒ Ꭱ.
,juwé:nv̀:sv̋ é:ga.,ᏧᏪᏅᏒ ᎡᎦ.
,juwé:nv̀:sv̋:ʔi é:ga.,ᏧᏪᏅᏒᎢ ᎡᎦ.
*,juwě:j,ᏧᏪj
,juwě:ji.,ᏧᏪᏥ.
*,juwőhld digo:hwe:l,ᏧᏬꮅd ᏗᎪᏪꮅ
,juwőhldi digo:hwe:li,ᏧᏬꮅᏗ ᏗᎪᏪᎵ
,juwǒ:díge̋:ʔi digo:hwe:li,ᏧᏬᏗᎨᎢ ᏗᎪᏪᎵ
,jǔ:hyv́:dlv gő:la ù:hyv:dla.,ᏧᏴᏢ ᎪᎳ ᎤᏴᏜ.
,jǔ:hyv́:dlv̋.,ᏧᏴᏢ.
,jv̋:sa,ᏨᏌ
,jv̌:sa,ᏨᏌ
,jv̌:ya.,ᏨᏯ.
*,jà:ktǒ:sdi,ᏣkᏙᏍᏗ
,jàsdí:gv̌,ᏣᏍᏗᎬ
,jàsdí:gv̌:ʔi,ᏣᏍᏗᎬᎢ
*,"já:n, dv:gv:go:hi","Ꮳn, ᏛᎬᎪᎯ"
*,"já:n, dv:sgi:go:hi","Ꮳn, ᏛᏍᎩᎪᎯ"
,"já:ni, dv:gv:go:hi","ᏣᏂ, ᏛᎬᎪᎯ"
,"já:ni, dv:sgi:go:hi","ᏣᏂ, ᏛᏍᎩᎪᎯ"
,jáhli:sahnv̌,ᏣᏟᏌᏅ
,jáhli:sahnv̌:ʔi,ᏣᏟᏌᏅᎢ
,jì:neha.,ᏥᏁᎭ.
,jìsdǐ:gî:sgó,ᏥᏍᏗᎩᏍᎪ
,jìsdǐ:gî:sgó:ʔi,ᏥᏍᏗᎩᏍᎪᎢ
,jílè:ga,ᏥᎴᎦ
,jílè:gó,ᏥᎴᎪ
,jílè:gó:ʔi,ᏥᎴᎪᎢ
,jò:ga:di:tasdi,ᏦᎦᏗᏔᏍᏗ
,jò:ga:liʔi,ᏦᎦᎵᎢ
,jò:gada:do:hlísdi,ᏦᎦᏓᏙᏟᏍᏗ
*,jò:gada:gowhtv́hdi,ᏦᎦᏓᎪwᏛᏗ
,jò:gadaduhldi,ᏦᎦᏓᏚꮅᏗ
*,jò:gadaktǒ:sdóhdi,ᏦᎦᏓkᏙᏍᏙᏗ
,jò:gaje:li̋,ᏦᎦᏤᎵ
,jò:gaje:li̋:ʔi,ᏦᎦᏤᎵᎢ
,jò:gatǔ:gî:sdi,ᏦᎦᏚᎩᏍᏗ
*,jò:gi:gowhtv́hdi,ᏦᎩᎪwᏛᏗ
,jò:gi:kóhdi,ᏦᎩᎪᏗ
,jò:gi:nehdi,ᏦᎩᏁᏗ
,jò:gi:sdǐ:gî:sdi,ᏦᎩᏍᏗᎩᏍᏗ
,jò:gi:tadě:gô:di,ᏦᎩᏔᏕᎪᏗ
,jò:gina:di:tasdi,ᏦᎩᎾᏗᏔᏍᏗ
,jò:gina:liʔi,ᏦᎩᎾᎵᎢ
,jò:ginada:do:hlísdi,ᏦᎩᎾᏓᏙᏟᏍᏗ
*,jò:ginada:gowhtv́hdi,ᏦᎩᎾᏓᎪwᏛᏗ
,jò:ginadaduhldi,ᏦᎩᎾᏓᏚꮅᏗ
*,jò:ginadaktǒ:sdóhdi,ᏦᎩᎾᏓkᏙᏍᏙᏗ
,jò:ginaje:li̋,ᏦᎩᎾᏤᎵ
,jò:ginaje:li̋:ʔi,ᏦᎩᎾᏤᎵᎢ
,jò:ginatǔ:gî:sdi,ᏦᎩᎾᏚᎩᏍᏗ
*,jò:gini:gowhtv́hdi,ᏦᎩᏂᎪwᏛᏗ
,jò:gini:hyè:sdi,ᏦᎩᏂᏰᏍᏗ
,jò:gini:nehdi,ᏦᎩᏂᏁᏗ
,jò:gini:sdǐ:gî:sdi,ᏦᎩᏂᏍᏗᎩᏍᏗ
,jò:gino:hlísdi,ᏦᎩᏃᏟᏍᏗ
,jò:ginì:hlǐ:sóhdi,ᏦᎩᏂᏟᏐᏗ
,jò:go:hlísdi,ᏦᎪᏟᏍᏗ
*,jò:gì:tdi,ᏦᎩtᏗ
,jù:di:tahv̌,ᏧᏗᏔᎲ
,jù:di:tahv̌:ʔi,ᏧᏗᏔᎲᎢ
,jù:na:di:tasdi,ᏧᎾᏗᏔᏍᏗ
,jù:na:liʔi,ᏧᎾᎵᎢ
,jù:nada:do:hlísdi,ᏧᎾᏓᏙᏟᏍᏗ
*,jù:nada:gowhtv́hdi,ᏧᎾᏓᎪwᏛᏗ
,jù:nadaduhldi,ᏧᎾᏓᏚꮅᏗ
*,jù:nadaktǒ:sdóhdi,ᏧᎾᏓkᏙᏍᏙᏗ
,jù:naje:li̋,ᏧᎾᏤᎵ
,jù:naje:li̋:ʔi,ᏧᎾᏤᎵᎢ
,jù:natǔ:gî:sdi,ᏧᎾᏚᎩᏍᏗ
*,jù:ni:gowhtv́hdi,ᏧᏂᎪwᏛᏗ
,jù:ni:hyè:sdi,ᏧᏂᏰᏍᏗ
,jù:ni:kóhdi,ᏧᏂᎪᏗ
,jù:ni:nehdi,ᏧᏂᏁᏗ
,jù:ni:sdǐ:gî:sdi,ᏧᏂᏍᏗᎩᏍᏗ
,jù:ni:tadě:gô:di,ᏧᏂᏔᏕᎪᏗ
,jù:ni:yò:sǐ:sóhdi,ᏧᏂᏲᏏᏐᏗ
,jù:no:hlísdi,ᏧᏃᏟᏍᏗ
*,jù:nì:tdi,ᏧᏂtᏗ
,jǔ:gá:nawv̋ dò:dalv̋.,ᏧᎦᎾᏮ ᏙᏓᎸ.
,jǔ:gá:nawv̋ e̋:hi.,ᏧᎦᎾᏮ ᎡᎯ.
,jǔ:gá:nawv̋ gě:dô.,ᏧᎦᎾᏮ ᎨᏙ.
,jǔ:gá:nawv̋.,ᏧᎦᎾᏮ.
,jǔ:gá:nawv̋:ʔi dò:dalv̋:ʔi.,ᏧᎦᎾᏮᎢ ᏙᏓᎸᎢ.
,jǔ:gá:nawv̋:ʔi e̋:hi.,ᏧᎦᎾᏮᎢ ᎡᎯ.
,jǔ:gá:nawv̋:ʔi gě:dô:a.,ᏧᎦᎾᏮᎢ ᎨᏙᎠ.
,jǔ:gá:nawv̋:ʔi.,ᏧᎦᎾᏮᎢ.
,jǔ:hyv́:dlv̋ dò:dalv̋.,ᏧᏴᏢ ᏙᏓᎸ.
,jǔ:hyv́:dlv̋ e̋:hi.,ᏧᏴᏢ ᎡᎯ.
,jǔ:hyv́:dlv̋ gě:dô.,ᏧᏴᏢ ᎨᏙ.
,jǔ:hyv́:dlv̋:ʔi,ᏧᏴᏢᎢ
,jǔ:hyv́:dlv̋:ʔi dò:dalv̋:ʔi.,ᏧᏴᏢᎢ ᏙᏓᎸᎢ.
,jǔ:hyv́:dlv̋:ʔi e̋:hi.,ᏧᏴᏢᎢ ᎡᎯ.
,jǔ:hyv́:dlv̋:ʔi gě:dô:a.,ᏧᏴᏢᎢ ᎨᏙᎠ.
,ka! hla nǔ:na yà:gwadu:lí!,Ꭷ! Ꮭ ᏄᎾ ᏯᏆᏚᎵ!
,"ka, vhla nǔ:na yà:gwadu:líha","Ꭷ, ᎥᏝ ᏄᎾ ᏯᏆᏚᎵᎭ"
,"ka, v́ːhla nǔ:na yà:gwadu:líha","Ꭷ, ᎥᏝ ᏄᎾ ᏯᏆᏚᎵᎭ"
,ka:gaʔl kaʔla.,ᎧᎦꮅ ᎧᎳ.
,ka:gaʔli kaʔla.,ᎧᎦᎵ ᎧᎳ.
,ka:nǐgîda,ᎧᏂᎩᏓ
,ka?,Ꭷ?
,kaga é:ga go:hí i:ga?,ᎧᎦ ᎡᎦ ᎪᎯ ᎢᎦ?
,kaga?,ᎧᎦ?
*,kama:m,ᎧᎹm
,kama:ma.,ᎧᎹᎹ.
*,kanajì:sdě:j,ᎧᎾᏥᏍᏕj
,kanajì:sdě:ji.,ᎧᎾᏥᏍᏕᏥ.
*,kanaʔně:sg,ᎧᎾᏁᏍg
,kanaʔně:sgi.,ᎧᎾᏁᏍᎩ.
*,kanu:n,ᎧᏄn
,kanu:na.,ᎧᏄᎾ.
,kanǐ:gida,ᎧᏂᎩᏓ
*,kawo:hn kaʔla.,ᎧᏬn ᎧᎳ.
,kawo:hni kaʔla.,ᎧᏬᏂ ᎧᎳ.
*,kawǒ:n,ᎧᏬn
,kawǒ:nu.,ᎧᏬᏄ.
,kilő hiʔa jalagi go:hwe:lv̋ gohlga.,ᎩᎶ ᎯᎠ ᏣᎳᎩ ᎪᏪᎸ ᎪꮅᎦ.
,kilő.,ᎩᎶ.
,kilő:ʔi.,ᎩᎶᎢ.
*,kiyû:g,ᎩᏳg
,kiyû:ga.,ᎩᏳᎦ.
*,kuye:gwǒ:n kaʔla.,ᎫᏰᏉn ᎧᎳ.
,kuye:gwǒ:na kaʔla.,ᎫᏰᏉᎾ ᎧᎳ.
,kuye:gwǒ:ni kaʔla.,ᎫᏰᏉᏂ ᎧᎳ.
,kv̌:hli.,ᎬᏟ.
*,kwan.,Ꮖn.
,kwana.,ᏆᎾ.
*,kó:g,Ꭺg
,kó:ga.,ᎪᎦ.
,kó:gi.,ᎪᎩ.
*,kóg.,Ꭺg.
,kě:míl,ᎨᎻꮅ
,kě:míli.,ᎨᎻᎵ.
,kǒ:l.,Ꭺꮅ.
,kǒ:la.,ᎪᎳ.
,kǒ:li.,ᎪᎵ.
*,lu:g.,Ꮇg.
,lu:ga go:hí i:ga à:li:hě:lî:ga.,ᎷᎦ ᎪᎯ ᎢᎦ ᎠᎵᎮᎵᎦ.
,"lu:ga, è:gi, ale go:gi à:né:ga.","ᎷᎦ, ᎡᎩ, ᎠᎴ ᎪᎩ ᎠᏁᎦ."
,lu:ga.,ᎷᎦ.
*,lí:nid ale ma:gá:l dò:gi:nadó,ᎵᏂd ᎠᎴ ᎹᎦꮅ ᏙᎩᎾᏙ
*,"lí:nid ale ma:gá:l, dv:sdv:go:hi","ᎵᏂd ᎠᎴ ᎹᎦꮅ, ᏛᏍᏛᎪᎯ"
*,"lí:nid ale ma:gá:l, dv:sgini:go:hi","ᎵᏂd ᎠᎴ ᎹᎦꮅ, ᏛᏍᎩᏂᎪᎯ"
,lí:nida ale ma:gá:li dò:gi:nadó:a,ᎵᏂᏓ ᎠᎴ ᎹᎦᎵ ᏙᎩᎾᏙᎠ
,lí:nida ale ma:gá:li dò:gi:nadó:ʔa,ᎵᏂᏓ ᎠᎴ ᎹᎦᎵ ᏙᎩᎾᏙᎠ
,"lí:nida ale ma:gá:li, dv:sdv:go:hi","ᎵᏂᏓ ᎠᎴ ᎹᎦᎵ, ᏛᏍᏛᎪᎯ"
,"lí:nida ale ma:gá:li, dv:sgini:go:hi","ᎵᏂᏓ ᎠᎴ ᎹᎦᎵ, ᏛᏍᎩᏂᎪᎯ"
,"ma:ga, u:sganő:li hiwó:ni.","ᎹᎦ, ᎤᏍᎦᏃᎵ ᎯᏬᏂ."
,"ma:ga, u:sganő:li hiwó:niha.","ᎹᎦ, ᎤᏍᎦᏃᎵ ᎯᏬᏂᎭ."
,ma:ga.,ᎹᎦ.
*,ma:gá:l lí:nid ù:du:lí,ᎹᎦꮅ ᎵᏂd ᎤᏚᎵ
,ma:gá:li lí:nida ù:du:líha,ᎹᎦᎵ ᎵᏂᏓ ᎤᏚᎵᎭ
,me:li ale go:gi áhani analsdâ:yv:hv́sga.,ᎺᎵ ᎠᎴ ᎪᎩ ᎠᎭᏂ ᎠᎾꮅᏍᏓᏴᎲᏍᎦ.
,me:li go:gi áhani analsdâ:yv:hv́sga.,ᎺᎵ ᎪᎩ ᎠᎭᏂ ᎠᎾꮅᏍᏓᏴᎲᏍᎦ.
,me:li.,ᎺᎵ.
*,"má:gaye:t, mé:l, ale gwa:gwa dò:gadó","ᎹᎦᏰt, Ꮊꮅ, ᎠᎴ ᏆᏆ ᏙᎦᏙ"
,má:gaye:ti wě:s dù:du:lí,ᎹᎦᏰᏘ ᏪᏍ ᏚᏚᎵ
,má:gaye:ti wě:sa dù:du:líha,ᎹᎦᏰᏘ ᏪᏌ ᏚᏚᎵᎭ
,"má:gaye:ti, mé:li, ale gwa:gwaʔa dò:gadó:a","ᎹᎦᏰᏘ, ᎺᎵ, ᎠᎴ ᏆᏆᎠ ᏙᎦᏙᎠ"
,"má:gaye:ti, mé:li, ale gwa:gwaʔa dò:gadó:ʔa","ᎹᎦᏰᏘ, ᎺᎵ, ᎠᎴ ᏆᏆᎠ ᏙᎦᏙᎠ"
,mé:li jadu:lí,ᎺᎵ ᏣᏚᎵ
,mé:li jadu:líha,ᎺᎵ ᏣᏚᎵᎭ
,"mé:li, do:nada:go:hv:ʔi","ᎺᎵ, ᏙᎾᏓᎪᎲᎢ"
,"mé:li, donada:go:hv:ʔi","ᎺᎵ, ᏙᎾᏓᎪᎲᎢ"
*,na a:nidalǒ:níge̋ ji:sd ù:hna gè:sv̌:g.,Ꮎ ᎠᏂᏓᎶᏂᎨ ᏥᏍd ᎤᎿ ᎨᏒg.
,na a:nidalǒ:níge̋ ji:sdu ù:hna gè:sv̌:gi.,Ꮎ ᎠᏂᏓᎶᏂᎨ ᏥᏍᏚ ᎤᎿ ᎨᏒᎩ.
*,na a:nijo yǒ:n,Ꮎ ᎠᏂᏦ Ᏺn
*,na a:nijo yǒ:n ù:hna̋.,Ꮎ ᎠᏂᏦ Ᏺn ᎤᎿ.
,na a:nijoʔi yǒ:na,Ꮎ ᎠᏂᏦᎢ ᏲᎾ
,na a:nijoʔi yǒ:na ù:hna̋.,Ꮎ ᎠᏂᏦᎢ ᏲᎾ ᎤᎿ.
,na agě:hya à:gwadu:lí,Ꮎ ᎠᎨᏯ ᎠᏆᏚᎵ
,na agě:hya à:gwadu:líha,Ꮎ ᎠᎨᏯ ᎠᏆᏚᎵᎭ
*,na ani:ge:hyű:j hla yigv:gigowhtí.,Ꮎ ᎠᏂᎨᏳj Ꮭ ᏱᎬᎩᎪwᏘ.
,na ani:sgaya ge:jadu:lí.,Ꮎ ᎠᏂᏍᎦᏯ ᎨᏣᏚᎵ.
,na ani:sgaya ge:jadu:líha.,Ꮎ ᎠᏂᏍᎦᏯ ᎨᏣᏚᎵᎭ.
*,na di:sadv́:d hla yidǔ:ha.,Ꮎ ᏗᏌᏛd Ꮭ ᏱᏚᎭ.
*,na do:ya ulsǔ:hwid uwǒ:díge̋,Ꮎ ᏙᏯ ᎤꮅᏑᏫd ᎤᏬᏗᎨ
,na do:ya ulsǔ:hwida uwǒ:díge̋:ʔi,Ꮎ ᏙᏯ ᎤꮅᏑᏫᏓ ᎤᏬᏗᎨᎢ
*,na doyű uwo:dű ajin.,Ꮎ ᏙᏳ ᎤᏬᏚ ᎠᏥn.
,na doyű uwo:dű ajina.,Ꮎ ᏙᏳ ᎤᏬᏚ ᎠᏥᎾ.
,na go:hű:sdi julsǔ:hwida didaha:lige̋:ʔi,Ꮎ ᎪᎱᏍᏗ ᏧꮅᏑᏫᏓ ᏗᏓᎭᎵᎨᎢ
,na gu:le hla yǔ:ha.,Ꮎ ᎫᎴ Ꮭ ᏳᎭ.
,na gv̌:hnáge̋ do:ya ahani gè:sé:ʔi.,Ꮎ ᎬᎿᎨ ᏙᏯ ᎠᎭᏂ ᎨᏎᎢ.
,na gv̌:hnáge̋ do:ya ahni gè:sé.,Ꮎ ᎬᎿᎨ ᏙᏯ ᎠᏂ ᎨᏎ.
*,na gő:sd julsǔ:hwid didaha:lige̋,Ꮎ ᎪᏍd ᏧꮅᏑᏫd ᏗᏓᎭᎵᎨ
*,na ji:sd u:nalsǔ:hwid u:ni:ne̋:g,Ꮎ ᏥᏍd ᎤᎾꮅᏑᏫd ᎤᏂᏁg
,na ji:sdu u:nalsǔ:hwida u:ni:ne̋:ga,Ꮎ ᏥᏍᏚ ᎤᎾꮅᏑᏫᏓ ᎤᏂᏁᎦ
*,na nvhg gi:hli ga:hi:ya:du:lí,Ꮎ Ꮕg ᎩᏟ ᎦᎯᏯᏚᎵ
,na nǔ:na ga:sgilv̋,Ꮎ ᏄᎾ ᎦᏍᎩᎸ
,na nǔ:na ga:sgilv̋:ʔi,Ꮎ ᏄᎾ ᎦᏍᎩᎸᎢ
,na nǔ:na hla yidù:nǐ:ha.,Ꮎ ᏄᎾ Ꮭ ᏱᏚᏂᎭ.
*,na salǒ:l hla yige:jagowhtí.,Ꮎ ᏌᎶꮅ Ꮭ ᏱᎨᏣᎪwᏘ.
,na sǎ:lol u:wǒ:díge̋ gè:sv̌.,Ꮎ ᏌᎶꮅ ᎤᏬᏗᎨ ᎨᏒ.
,na sǎ:loli u:wǒ:díge̋ gè:sv̌:ʔi.,Ꮎ ᏌᎶᎵ ᎤᏬᏗᎨ ᎨᏒᎢ.
*,na sǒ:gwíl uwǒ:díge̋ gè:sé:sd.,Ꮎ ᏐᏈꮅ ᎤᏬᏗᎨ ᎨᏎᏍd.
,na sǒ:gwíli uwǒ:díge̋ gè:sé:sdi.,Ꮎ ᏐᏈᎵ ᎤᏬᏗᎨ ᎨᏎᏍᏗ.
,na u:niyő ani:yv:wi gè:sv̌:gi,Ꮎ ᎤᏂᏲ ᎠᏂᏴᏫ ᎨᏒᎩ
,na u:yő gè:sv̌:gi,Ꮎ ᎤᏲ ᎨᏒᎩ
,na u:yő sǒ:gwíl.,Ꮎ ᎤᏲ ᏐᏈꮅ.
,na u:yő!,Ꮎ ᎤᏲ!
,na u:yő:ʔi sǒ:gwíli.,Ꮎ ᎤᏲᎢ ᏐᏈᎵ.
,na u:yő:ʔi!,Ꮎ ᎤᏲᎢ!
,na v:le ahala̋:da.,Ꮎ ᎥᎴ ᎠᎭᎳᏓ.
*,na wahaya gv:gigowhtíha.,Ꮎ ᏩᎭᏯ ᎬᎩᎪwᏘᎭ.
*,na wahya gv:gigowhtí.,Ꮎ ᏩᏯ ᎬᎩᎪwᏘ.
*,na wě:s à:nő:sd.,Ꮎ ᏪᏍ ᎠᏃᏍd.
*,na yǒ:n dalǒ:níge̋ ù:sgǒ:lv̋ i̋:g.,Ꮎ Ᏺn ᏓᎶᏂᎨ ᎤᏍᎪᎸ Ꭲg.
,na yǒ:na dalǒ:níge̋ ù:sgǒ:lv̋ i̋:gi.,Ꮎ ᏲᎾ ᏓᎶᏂᎨ ᎤᏍᎪᎸ ᎢᎩ.
*,na yǒ:n achű:j já:ni dù:dó,Ꮎ Ᏺn ᎠᏧj ᏣᏂ ᏚᏙ
,na yǒ:na achű:ja já:ni dù:dó:ʔa,Ꮎ ᏲᎾ ᎠᏧᏣ ᏣᏂ ᏚᏙᎠ
,na.,Ꮎ.
,nagwu.,ᎾᏊ.
*,naj.,Ꮎj.
*,naju sadv́:d jadu:lí?,ᎾᏧ ᏌᏛd ᏣᏚᎵ?
,naju sadv́:di jadu:líha?,ᎾᏧ ᏌᏛᏗ ᏣᏚᎵᎭ?
,naju.,ᎾᏧ.
,nanaʔi gé:ga.,ᎾᎾᎢ ᎨᎦ.
,nanaʔi.,ᎾᎾᎢ.
,nanā.,ᎾᎾ.
,nas?,ᎾᏍ?
,nasgo?,ᎾᏍᎪ?
,naʔv.,ᎾᎥ.
,naʔvʔi.,ᎾᎥᎢ.
,ni!,Ꮒ!
,ni! a̋ʔda,Ꮒ! ᎠᏓ
,ni! ma:ga.,Ꮒ! ᎹᎦ.
*,ni! ujistalù:gi nokwsi.,Ꮒ! ᎤᏥᏍᏔᎷᎩ ᏃkwᏏ.
,ni! áhani sǒ:gwíli!,Ꮒ! ᎠᎭᏂ ᏐᏈᎵ!
,ni! áhni sǒ:gwíl!,Ꮒ! ᎠᏂ ᏐᏈꮅ!
,nidijadv̀:ga,ᏂᏗᏣᏛᎦ
,nidisdadv̀:ga,ᏂᏗᏍᏓᏛᎦ
,niga:ʔdu,ᏂᎦᏚ
,nigadv:ne.,ᏂᎦᏛᏁ.
,nigadv:neha.,ᏂᎦᏛᏁᎭ.
*,niga̋:d ayv dv:ʔì:jv:go:hi,ᏂᎦd ᎠᏴ ᏛᎢᏨᎪᎯ
*,"niga̋:d nihi, dv:ʔì:jv:go:hi","ᏂᎦd ᏂᎯ, ᏛᎢᏨᎪᎯ"
*,"niga̋:d nihi, dv:ʔì:sgi:go:hi","ᏂᎦd ᏂᎯ, ᏛᎢᏍᎩᎪᎯ"
,niga̋:da ayv dv:ʔì:jv:go:hi,ᏂᎦᏓ ᎠᏴ ᏛᎢᏨᎪᎯ
,"niga̋:da nihi, dv:ʔì:jv:go:hi","ᏂᎦᏓ ᏂᎯ, ᏛᎢᏨᎪᎯ"
,"niga̋:da nihi, dv:ʔì:sgi:go:hi","ᏂᎦᏓ ᏂᎯ, ᏛᎢᏍᎩᎪᎯ"
,nihi,ᏂᎯ
,nihi ale ayv.,ᏂᎯ ᎠᎴ ᎠᏴ.
,"nihi ale sú:sano, do:dada:go:hv:ʔi","ᏂᎯ ᎠᎴ ᏑᏌᏃ, ᏙᏓᏓᎪᎲᎢ"
,"nihi ale sú:sano, dodada:go:hv:ʔi","ᏂᎯ ᎠᎴ ᏑᏌᏃ, ᏙᏓᏓᎪᎲᎢ"
*,nihi na u:yő ji:sd!,ᏂᎯ Ꮎ ᎤᏲ ᏥᏍd!
,nihi na u:yő:ʔi ji:sdu!,ᏂᎯ Ꮎ ᎤᏲᎢ ᏥᏍᏚ!
,nihi áhani ő:sda,ᏂᎯ ᎠᎭᏂ ᎣᏍᏓ
*,nihi áhni ő:sd,ᏂᎯ ᎠᏂ ᎣᏍd
,nihiju ù:hna,ᏂᎯᏧ ᎤᎿ
,nihina?,ᏂᎯᎾ?
,nihinahv?,ᏂᎯᎾᎲ?
,nitadv̀:ga,ᏂᏔᏛᎦ
*,nokwsi.,ᏃkwᏏ.
*,nv:d,Ꮕd
,nv:da.,ᏅᏓ.
,nv:dadě:gwa kaʔla.,ᏅᏓᏕᏆ ᎧᎳ.
,nv:dadě:wa kaʔla.,ᏅᏓᏕᏩ ᎧᎳ.
*,nvhg wahya,Ꮕg ᏩᏯ
*,nvhg.,Ꮕg.
,nvhgi kama:ma à:nalsdâ:yv:hv́sga.,ᏅᎩ ᎧᎹᎹ ᎠᎾꮅᏍᏓᏴᎲᏍᎦ.
,nvhgi wahaya,ᏅᎩ ᏩᎭᏯ
,nvhgi.,ᏅᎩ.
,nvhgi:ne̋ ayv:wi,ᏅᎩᏁ ᎠᏴᏫ
,nvhgi:ne̋ jalagi go:hwe:lv̋:ʔi.,ᏅᎩᏁ ᏣᎳᎩ ᎪᏪᎸᎢ.
,nvhgi:ne̋.,ᏅᎩᏁ.
,nvhgi:ne̋:ʔi ayv:wi,ᏅᎩᏁᎢ ᎠᏴᏫ
,nvhgi:ne̋:ʔi jalagi go:hwe:lv̋:ʔi.,ᏅᎩᏁᎢ ᏣᎳᎩ ᎪᏪᎸᎢ.
,nvhgi:ne̋:ʔi.,ᏅᎩᏁᎢ.
*,nvksgǒ:hi,ᏅkᏍᎪᎯ
,nv̀:ya dà:giha,ᏅᏯ ᏓᎩᎭ
,nv̀:ya dà:giha.,ᏅᏯ ᏓᎩᎭ.
,nv̀:ya hla yida:giha.,ᏅᏯ Ꮭ ᏱᏓᎩᎭ.
,nv̀:ya hla yijaha.,ᏅᏯ Ꮭ ᏱᏣᎭ.
,nà:dv́:ne.,ᎾᏛᏁ.
,nà:dv́:neha.,ᎾᏛᏁᎭ.
,nà:nadv́:ne.,ᎾᎾᏛᏁ.
,nà:nadv́:neha.,ᎾᎾᏛᏁᎭ.
,nà:sgi,ᎾᏍᎩ
,nà:sgi ga:ji:ya:du:lí,ᎾᏍᎩ ᎦᏥᏯᏚᎵ
,nà:sgigwu.,ᎾᏍᎩᏊ.
,nà:sgihv?,ᎾᏍᎩᎲ?
,nà:sgis?,ᎾᏍᎩᏍ?
,nà:sgisgo?,ᎾᏍᎩᏍᎪ?
,nélsgǒ:hi,ᏁꮅᏍᎪᎯ
*,nò:t,Ꮓt
*,nó:t,Ꮓt
,ně:la:du,ᏁᎳᏚ
,"nű:la, sú:sano jadu:lí","ᏄᎳ, ᏑᏌᏃ ᏣᏚᎵ"
,"nű:la, sú:sano jadu:líha","ᏄᎳ, ᏑᏌᏃ ᏣᏚᎵᎭ"
,nű:la. nű:la.,ᏄᎳ. ᏄᎳ.
,nǒ:gwu.,ᏃᏊ.
*,nǔ:n dù:nǐ:ha,Ꮔn ᏚᏂᎭ
*,nǔ:n dù:nǐ:ha.,Ꮔn ᏚᏂᎭ.
*,nǔ:n u:du:lí.,Ꮔn ᎤᏚᎵ.
*,nǔ:n ǔ:ha.,Ꮔn ᎤᎭ.
*,nǔ:n à:gwadu:lí,Ꮔn ᎠᏆᏚᎵ
*,nǔ:n.,Ꮔn.
*,nǔ:na aninv:hi̋:d.,ᏄᎾ ᎠᏂᏅᎯd.
,nǔ:na aninv:hi̋:da.,ᏄᎾ ᎠᏂᏅᎯᏓ.
,nǔ:na dù:nǐ:ha,ᏄᎾ ᏚᏂᎭ
,nǔ:na dù:nǐ:ha.,ᏄᎾ ᏚᏂᎭ.
,nǔ:na ga:sgilv̋,ᏄᎾ ᎦᏍᎩᎸ
,nǔ:na ga:sgilv̋:ʔi,ᏄᎾ ᎦᏍᎩᎸᎢ
,nǔ:na hla yà:giha.,ᏄᎾ Ꮭ ᏯᎩᎭ.
,nǔ:na jaha,ᏄᎾ ᏣᎭ
,nǔ:na jaha.,ᏄᎾ ᏣᎭ.
,nǔ:na u:du:líha.,ᏄᎾ ᎤᏚᎵᎭ.
,nǔ:na ǔ:ha.,ᏄᎾ ᎤᎭ.
,nǔ:na à:gwadu:líha,ᏄᎾ ᎠᏆᏚᎵᎭ
,nǔ:na.,ᏄᎾ.
,nǔ:ni.,ᏄᏂ.
*,o:gan,ᎣᎦn
,o:gana.,ᎣᎦᎾ.
,o:gi:do:da,ᎣᎩᏙᏓ
,o:gi:ji,ᎣᎩᏥ
,o:gini:do:da,ᎣᎩᏂᏙᏓ
,o:gini:ji,ᎣᎩᏂᏥ
,o:síyo,ᎣᏏᏲ
,"o:síyo, di:de:hyǒ:hvsgi, tò:hi̋:ju??","ᎣᏏᏲ, ᏗᏕᏲᎲᏍᎩ, ᏙᎯᏧ??"
,"o:síyo, è:gi, dō hadv:ne?","ᎣᏏᏲ, ᎡᎩ, Ꮩ ᎭᏛᏁ?"
,"o:síyo, è:gi, gadō hadv:neha?","ᎣᏏᏲ, ᎡᎩ, ᎦᏙ ᎭᏛᏁᎭ?"
,o:síyo.,ᎣᏏᏲ.
,sa:s,ᏌᏍ
,sa:sa.,ᏌᏌ.
,sa:ʔdu,ᏌᏚ
*,sadv́:d à:gowhtí,ᏌᏛd ᎠᎪwᏘ
,sadv́:di hla yù:nǐ:ha.,ᏌᏛᏗ Ꮭ ᏳᏂᎭ.
