ID|PSET|ALT_PRONOUNCE|PRONOUN|VERB|GENDER|SYLLABARY|PRONOUNCE|ENGLISH|INTRO NOTE|END NOTE|APP_FILE
234|||Ꮥ³Ꮧ²-|ɂ¹Ꮯ²³Ꮜ²||ᏕᏗᏟᏌ|dé:dì:hlǐ:sā|All of us recently gathered things|||dee3dii1hlii23sa2
235|||Ꮶ¹Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏦᎩᎾᏓᎪᏩᏛᏗ|jò:ginada:gowhtv́hdi|For him and me to see each other|||joo1gi2na2daa2gowh2tvh3di
236|||Ꭲ¹Ꮧ²-|Ꭱ¹Ꮎ||ᎢᏕᎾ|ì:dè:na|Let all of us go|||ii1dee1na
237|||Ꭳ¹Ꮵ²-|Ꭱ¹Ꮎ²||ᎣᏤᎾ|ò:jè:nā|They and I recently went|||oo1jee1na2
238|||Ꭳ¹Ꭹ²-|Ꭵ²³Ꮜ||ᎣᎬᏌ|ò:gv̌:sa|Ourselves, they and I|||oo1gvv23sa
239|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꭵ³²Ꮿ||ᎠᏋᏯ|à:gwv̂:ya|I have something long|||aa1gwvv32ya
240|||Ꮷ²-, Ꮷ²Ꮹ͓-|ɂ¹ᏘᏗ||ꮷꮹᏘᏗ|ju:wà:tdi|For him to bake things|||juu2waa1tdi
241|||Ꮣ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭶ||ᏓᎾᏓᏙᎵᎦ|dà:nada:dohlga|They are acquainted|||daa1naa2daa2dohl2ga
242|||Ꮶ¹ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭹ||ᏫᏦᏍᏓᏓᏙᎵᎩ|wijò:sdada:dohlgi|Let him and me be acquainted|||wi2joo1sda2daa2dohl2gi
243|||Ꮨ̣²-|ɂ¹Ꮯ²³Ꮜ||ᏘᏟᏌ|tìhlǐ:sa|Let you gather things|||ti1hlii23sa
244|||Ꭱ¹Ꮧ²-|Ꭳ²Ꮅ¹Ꭶ²*||ᎡᏙᎵᎦ|è:do:lì:gā|All of us recently recognized him|||ee1doo2lii1ga2
245|||Ꮩ¹Ꮵ²-|ɂ¹Ꮯ²³Ꮜ²||ᏙᏥᏟᏌ|dò:jì:hlǐ:sā|They and I recently gathered things|||doo1jii1hlii23sa2
246|||Ꮳ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꮪ²³Ꮃ||ᏣᏓᏚᎳ|jadadǔ:la|Let you want yourself|||ja2da2duu23la
247|||Ꭲ¹Ꮵ²-|Ꭱ¹Ꮎ||ᎢᏤᎾ|ì:jè:na|Let you all go|||ii1jee1na
248|||Ꭴ¹Ꮒ²-|Ꭵ²³Ꮜ||ᎤᏅᏌ|ù:nv̌:sa|Themselves|||uu1nvv23sa
249|||Ꭳ¹ᏍᏗ²-|Ꭱ¹Ꮎ²||ᎣᏍᏕᎾ|ò:sdè:nā|He and I recently went|||oo1sdee1na2
250|||Ꮧ̣²ᏍᏗ²-|ɂ¹ᏘᏗ||ᏗᏍᏗᏘᏗ|disdì:tdi|For you both to bake things|||di2sdii1tdi
251|||Ꮥ³Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭶ||ᏕᎾᏓᏙᎵᎦ|dé:nada:dohlga|You and I are acquainted|||dee3na2daa2dohl2ga
252|||Ꮧ̣²Ꮧ̣²-|ɂ¹Ꮯ²³Ꮜ||ᏗᏗᏟᏌ|didì:hlǐ:sa|Let all of us gather things|||di2dii1hlii23sa
253|||Ꭱ¹Ꮵ²-|Ꭳ²Ꮅ¹Ꭶ²*||ᎡᏦᎵᎦ|è:jo:lì:gā|You all recently recognized him; You all were recently recognized|||ee1joo2lii1ga2
254|||Ꮩ¹ᏍᏗ²-|ɂ¹Ꮯ²³Ꮜ²||ᏙᏍᏗᏟᏌ|dò:sdì:hlǐ:sā|He and I recently gathered things|||doo1sdii1hlii23sa2
255|||Ꭲ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꮪ²³Ꮃ||ᎢᎦᏓᏚᎳ|ì:gadadǔ:la|Let all of us want ourselves|||ii1ga2da2duu23la
256|||Ꮥ³Ꮵ²-|Ꭵ³²Ꮿ||ᏕᏨᏯ|dé:jv̂:ya|You all have long things|||dee3jvv32ya
257|||Ꭹ̣²Ꮒ²-|Ꭵ²³Ꮜ||ᎩᏅᏌ|ginv̌:sa|Ourselves, you and I|||gi2nvv23sa
258||de:hihyé|Ꮥ²Ꭿ̣²-, Ꮥ²Ꭿ̣²-|ɂᏰ³Ꭰ||ᏕᎯᏰᎠ|de:hihyé:ɂa|You are eating flexible things|||dee2hi2hyee3-a
259|||Ꮥ³Ꮣ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭶ||ᏕᏓᏓᏙᎵᎦ|dé:dada:dohlga|All of us are acquainted|||dee3da2daa2dohl2ga
260|||Ꭵ¹Ꭹ̣²-, Ꭵ¹Ꮖ͓-|Ꭳ²Ꮅ³ᏍᏗ||ᎥᏉᎵᏍᏗ|v̀:gwo:hlísdi|For me to be recognized|||vv1gwoo2hli3sdi
261|||Ꮧ̣³Ꮒ̣²-|ɂ¹Ꮯ²³Ꮜ||ᏗᏂᏟᏌ|dínì:hlǐ:sa|Let you and me gather things|||di3nii1hlii23sa
262|||Ꮶ¹Ꮵ²-|Ꭰ̣²Ꮪ²³Ꭹ||ᏫᏦᏣᏚᎩ|wijò:jatǔ:gi|Let them and me drink alcoholic drinks|||wi2joo1ja2tuu23gi
263|||Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꮪ²³Ꮃ||ᎩᎾᏓᏚᎳ|ginadadǔ:la|Let you and me want ourselves|||gi2na2da2duu23la
264|||Ꭳ¹Ꭹ̣²Ꮒ²-|Ꭵ²³Ꮜ||ᎣᎩᏅᏌ|ò:ginv̌:sa|Ourselves, he and I|||oo1gi2nvv23sa
265|||Ꮩ¹Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭶ||ᏙᏣᏓᏙᎵᎦ|dò:jada:dohlga|They and I are acquainted|||doo1ja2daa2dohl2ga
266|||Ꭼ²Ꭹ̣²-, Ꭼ²Ꮖ͓-|Ꭳ²Ꮅ³ᏍᏗ||ᎬᏉᎵᏍᏗ|gv:gwo:hlísdi|For them to recognize me|||gvv2gwoo2hli3sdi
267|||Ꮧ̣²Ꮒ²-|Ꭰ̣²Ꮪ²³Ꭹ||ᏫᏗᎾᏚᎩ|widinatǔ:gi|Let them drink alcoholic drinks|||wi2di2na2tuu23gi
268|||ᏍᎩ̣²-, ᏍᏆ͓-|Ꭰ̣²Ꮪ²³Ꮃ²||ᏍᏆᏚᎳ|sgwadǔ:lā|You recently wanted me|||sgwa2duu23la2
269|||Ꮩ¹ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭶ||ᏙᏍᏓᏓᏙᎵᎦ|dò:sdada:dohlga|He and I are acquainted|||doo1sda2daa2dohl2ga
270|||Ꮧ̣²Ꭶ̣²Ꮣ²[Ꮣ͓]-|Ꭳ²Ꮅ³ᏍᏗ||ᏗᎦᏓᏙᎵᏍᏗ|digada:do:hlísdi|For all of us to be acquainted|||di2ga2daa2doo2hli3sdi
271|||Ꮶ¹ᏍᏗ²-|Ꭰ̣²Ꮪ²³Ꭹ||ᏫᏦᏍᏓᏚᎩ|wijò:sdatǔ:gi|Let him and me drink alcoholic drinks|||wi2joo1sda2tuu23gi
272|||Ꮥ²ᏍᏗ²-|Ꭵ³²Ꮿ||ᏕᏍᏛᏯ|de:sdv̂:ya|You both have long things|||dee2sdvv32ya
273|||Ꮧ̣²Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|Ꭳ²Ꮅ³ᏍᏗ||ᏗᎩᎾᏓᏙᎵᏍᏗ|diginada:do:hlísdi|For you and me to be acquainted|||di2gi2na2daa2doo2hli3sdi
274|||Ꭳ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎣᎦᏓᏚᎳ|ò:gadadǔ:lā|They and I recently wanted ourselves|||oo1ga2da2duu23la2
275|||ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|Ꭺ¹Ꮹ²Ꮤ||ᏍᏓᏓᎪᏩᏔ|sdada:gò:wahta|Let you both see yourselves|||sdaa2daa2goo1wah2ta
276|||Ꭴ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎤᎾᏓᏚᎳ|ù:nadadǔ:lā|They recently wanted themselves|||uu1na2da2duu23la2
277|||Ꮧ̣²-, Ꮧ̣²Ꭶ̣²-|Ꭺ¹Ꮹ²Ꮤ||ᏫᏗᎪᏩᏔ|widigò:wahta|Let him see them|||wi2di2goo1wah2ta
278|||Ꭲ¹Ꮳ̣²Ꮣ²[Ꮣ͓]-|Ꭺ¹Ꮹ²Ꮤ||ᎢᏣᏓᎪᏩᏔ|ì:jada:gò:wahta|Let you all see yourselves|||ii1ja2daa2goo1wah2ta
279|||Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꭽ||ᏓᎩᎭ|dà:giha|I have things|||daa1gi2ha
280|||Ꮥ³Ꮳ̣²Ꮣ²[Ꮣ͓]-|Ꭺ¹Ꮹ²Ꮤ²||ᏕᏣᏓᎪᏩᏔ|dé:jada:gò:wahtā|You all recently saw each other|||dee3ja2daa2goo1wah2ta2
281|||Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꭽ||ᏕᏣᎭ|de:jaha|You have things|||dee2ja2ha
282|||Ꮥ²ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|Ꭺ¹Ꮹ²Ꮤ²||ᏕᏍᏓᏓᎪᏩᏔ|de:sdada:gò:wahtā|You both recently saw each other|||dee2sdaa2daa2goo1wah2ta2
283|||Ꭸ²ᏍᏗ²-|Ꭳ²Ꮅ¹Ꭶ²*||ᎨᏍᏙᎵᎦ|ge:sdo:lì:gā|You both recently recognized them (animate); They recently recognized you both|||gee2sdoo2lii1ga2
284||ge:gi:go:hv̌|Ꭸ²Ꭹ²-|Ꭺ²Ꮂ²³Ꭲ||ᎨᎩᎪᎲᎢ|ge:gi:go:hv̌:ɂi|They saw all of us a while ago|||gee2gii2goo2hvv23-i
285||go:gi:go:hv̌|Ꭺ²Ꭹ²-|Ꭺ²Ꮂ²³Ꭲ||ᎪᎩᎪᎲᎢ|go:gi:go:hv̌:ɂi|They saw them and me a while ago|||goo2gii2goo2hvv23-i
286||ge:gini:go:hv̌|Ꭸ²Ꭹ̣²Ꮒ²-|Ꭺ²Ꮂ²³Ꭲ||ᎨᎩᏂᎪᎲᎢ|ge:gini:go:hv̌:ɂi|They saw you and me a while ago|||gee2gi2nii2goo2hvv23-i
287||go:gini:go:hv̌|Ꭺ²Ꭹ̣²Ꮒ²-|Ꭺ²Ꮂ²³Ꭲ||ᎪᎩᏂᎪᎲᎢ|go:gini:go:hv̌:ɂi|They saw him and me a while ago|||goo2gi2nii2goo2hvv23-i
288|||Ꭱ¹Ꭹ̣²Ꮒ²-|Ꭳ²Ꮅ¹Ꭶ²*||ᎡᎩᏃᎵᎦ|è:gino:lì:gā|You and I were recently recognized|||ee1gi2noo2lii1ga2
289|||Ꮳ̣²-|Ꭵ⁴Ꮜ||ᏨᏌ|jv̋:sa|You alone|||jvv4sa
290||||Ꭼ²Ꮵ||ᎬᏥ|gv:ji|I, your mother|||gvv2ji
291|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ꮂ²³Ꭲ||ᎤᎲᎢ|ù:hv̌:ɂi|He had something a while ago|||uu1hvv23-i
292|||Ꮵ̣²-, Ꭶ͓-|Ꭰ̣²Ꮣ²||ᎦᏓ|gadā|I recently said|||ga2da2
293||dà:gwv̌:yó|Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꭵ²³ᏲᎢ||ᏓᏋᏲᎢ|dà:gwv̌:yóɂi|I usually have long things|||daa1gwvv23yo3-i
294||widisdǐ|Ꮧ̣²-, Ꮧ̣²Ꭶ̣²-|ᏍᏗ²³Ꭶ||ᏫᏗᏍᏗᎦ|widisdǐ:ga|Let him eat long things|||wi2di2sdii23ga
295||ge:go:li:gó|Ꭸ²Ꮵ²-, Ꭸ²Ꭶ͓-|Ꭳ²Ꮅ²Ꭺ³Ꭲ*||ᎨᎪᎵᎪᎢ|ge:go:li:gó:ɂi|They are often recognized|||gee2goo2lii2goo3-i
296|||Ꮶ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²ᏚᎸ͓²Ꮧ||ᏦᎦᏓᏚᎸᏗ|jò:gadaduhldi|For them and me to want each other|||joo1ga2da2duhl2di
297||dé:gada:dohljv̌|Ꮥ³Ꭶ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᏕᎦᏓᏙᎵᏨᎢ|dé:gada:dohljv̌:ɂi|All of us were acquainted a while ago|||dee3ga2daa2dohl2jvv23-i
298|||Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|Ꭰ̣²Ꮪ²³Ꭶ²*||ᏕᎦᏚᎦ|de:gaɂdǔ:gā|I recently drank alcoholic drinks|||dee2ga-2duu23ga2
299|||Ꮧ̣²Ꮣ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꭶ͓Ꮩ²³ᏍᏓ||ᏗᏓᏓᎦᏙᏍᏓ|didadaktǒ:sda|Let all of us look at each other|||di2da2da2ktoo23sda
300|||Ꭰ¹Ꭹ̣²-, Ꭰ¹Ꮖ͓-|Ꭵ⁴Ꮜ||ᎠᏋᏌ|à:gwv̋:sa|I alone|||aa1gwvv4sa
301|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꮂ²³Ꭲ||ᏚᎲᎢ|du:hv̌:ɂi|He had things a while ago|||duu2hvv23-i
302||de:jv̌:yó|Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꭵ²³ᏲᎢ||ᏕᏨᏲᎢ|de:jv̌:yóɂi|You usually have long things|||dee2jvv23yo3-i
303|||Ꮣ¹Ꮒ²-|Ꭰ̣²Ꮪ²³Ꭶ²||ᏓᎾᏚᎦ|dà:natǔ:gā|They recently drank alcoholic drinks|||daa1na2tuu23ga2
304|||Ꮷ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²ᏚᎸ͓²Ꮧ||ᏧᎾᏓᏚᎸᏗ|jù:nadaduhldi|For them to want each other|||juu1na2da2duhl2di
305||dò:gada:dohljv̌|Ꮩ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᏙᎦᏓᏙᎵᏨᎢ|dò:gada:dohljv̌:ɂi|They and I were acquainted a while ago|||doo1ga2daa2dohl2jvv23-i
306|||Ꮶ¹Ꮳ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꭶ͓Ꮩ²³ᏍᏓ||ᏫᏦᏣᏓᎦᏙᏍᏓ|wijò:jadaktǒ:sda|Let them and me look at each other|||wi2joo1ja2da2ktoo23sda
307||dé:gi:hó|Ꮥ³Ꭹ²-|Ꮀ³Ꭲ||ᏕᎩᎰᎢ|dé:gi:hó:ɂi|All of us usually have things|||dee3gii2hoo3-i
308|||Ꭸ²Ꮳ̣²-, Ꭸ²Ꮳ̣²-|ᎣᎵ͓²Ꭶ²||ᎨᏦᎵᎦ|ge:johlgā|They recently recognized you|||gee2johl2ga2
309||jò:gaje:li̋|Ꮶ¹Ꭹ²-|Ꭰ²Ꮴ²Ꮅ⁴Ꭲ||ᏦᎦᏤᎵᎢ|jò:gaje:li̋:ɂi|Our things, they and I|||joo1gaa2jee2lii4-i
310|||Ꮥ³Ꮒ²-|Ꭰ̣²Ꮪ²³Ꭶ²||ᏕᎾᏚᎦ|dé:natǔ:gā|You and I recently drank alcoholic drinks|||dee3na2tuu23ga2
311||dù:nada:dohljv̌|Ꮪ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᏚᎾᏓᏙᎵᏨᎢ|dù:nada:dohljv̌:ɂi|They were acquainted a while ago|||duu1na2daa2dohl2jvv23-i
312|||Ꮶ¹Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²ᏚᎸ͓²Ꮧ||ᏦᎩᎾᏓᏚᎸᏗ|jò:ginadaduhldi|For him and me to want each other|||joo1gi2na2da2duhl2di
313|||Ꮶ¹ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꭶ͓Ꮩ²³ᏍᏓ||ᏫᏦᏍᏓᏓᎦᏙᏍᏓ|wijò:sdadaktǒ:sda|Let him and me look at each other|||wi2joo1sda2da2ktoo23sda
314||dò:gi:hó|Ꮩ¹Ꭹ²-|Ꮀ³Ꭲ||ᏙᎩᎰᎢ|dò:gi:hó:ɂi|They and I usually have things|||doo1gii2hoo3-i
315||jù:naje:li̋|Ꮷ¹Ꮒ²-|Ꭰ²Ꮴ²Ꮅ⁴Ꭲ||ᏧᎾᏤᎵᎢ|jù:naje:li̋:ɂi|Their things|||juu1naa2jee2lii4-i
316|||Ꮧ̣²Ꭶ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏗᎦᏓᎪᏩᏛᏗ|digada:gowhtv́hdi|For all of us to see each other|||di2ga2daa2gowh2tvh3di
317|||Ꮥ³Ꮧ²-|Ꭰ̣²Ꮪ²³Ꭶ²||ᏕᏓᏚᎦ|dé:datǔ:gā|All of us recently drank alcoholic drinks|||dee3da2tuu23ga2
318||de:ginada:dohljv̌|Ꮥ²Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᏕᎩᎾᏓᏙᎵᏨᎢ|de:ginada:dohljv̌:ɂi|You and I were acquainted a while ago|||dee2gi2na2daa2dohl2jvv23-i
319||dù:ni:hó|Ꮪ¹Ꮒ²-|Ꮀ³Ꭲ||ᏚᏂᎰᎢ|dù:ni:hó:ɂi|They usually have things|||duu1nii2hoo3-i
320|||Ꮨ̣²-|ᎣᎵ͓²Ꭹ||ᏙᎵᎩ|tohlgi|Let you understand things|||tohl2gi
321||digaje:li̋|Ꮧ̣²Ꭹ²-|Ꭰ²Ꮴ²Ꮅ⁴Ꭲ||ᏗᎦᏤᎵᎢ|digaje:li̋:ɂi|Our things, you all and I|||di2gaa2jee2lii4-i
322|||Ꮧ̣²Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏗᎩᎾᏓᎪᏩᏛᏗ|diginada:gowhtv́hdi|For you and me to see each other|||di2gi2na2daa2gowh2tvh3di
323|||Ꮩ¹Ꮵ²-|Ꭰ̣²Ꮪ²³Ꭶ²||ᏙᏣᏚᎦ|dò:jatǔ:gā|They and I recently drank alcoholic drinks|||doo1ja2tuu23ga2
324||dò:ginada:dohljv̌|Ꮩ¹Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᏙᎩᎾᏓᏙᎵᏨᎢ|dò:ginada:dohljv̌:ɂi|He and I were acquainted a while ago|||doo1gi2na2daa2dohl2jvv23-i
325||de:gini:hó|Ꮥ²Ꭹ̣²Ꮒ²-|Ꮀ³Ꭲ||ᏕᎩᏂᎰᎢ|de:gini:hó:ɂi|You and I usually have things|||dee2gi2nii2hoo3-i
326|||Ꮧ̣²Ꮧ̣²-|ᎣᎵ͓²Ꭹ||ᏗᏙᎵᎩ|didohlgi|Let all of us understand things|||di2dohl2gi
327|||Ꭸ²Ꮒ²-|Ꭳ²Ꮅ¹Ꭹ*||ᎨᏃᎵᎩ|ge:no:lì:gi|Let you and me recognize them (animate)|||gee2noo2lii1gi
328|||Ꮥ²Ꭿ̣²-, Ꮥ²Ꭿ̣²-|ɂ¹Ꮯ²³Ꮜ²||ᏕᎯᏟᏌ|de:hìhlǐ:sā|You recently gathered things|||dee2hi1hlii23sa2
329||dìgwaje:li̋|Ꮧ̣¹Ꭹ̣²-, Ꮧ̣¹Ꮖ͓-|Ꭰ²Ꮴ²Ꮅ⁴Ꭲ||ᏗᏆᏤᎵᎢ|dìgwaje:li̋:ɂi|My things|||di1gwaa2jee2lii4-i
330|||Ꮩ¹ᏍᏗ²-|Ꭰ̣²Ꮪ²³Ꭶ²||ᏙᏍᏓᏚᎦ|dò:sdatǔ:gā|He and I recently drank alcoholic drinks|||doo1sda2tuu23ga2
331||dò:gini:hó|Ꮩ¹Ꭹ̣²Ꮒ²-|Ꮀ³Ꭲ||ᏙᎩᏂᎰᎢ|dò:gini:hó:ɂi|He and I usually have things|||doo1gi2nii2hoo3-i
332|||ᏍᏗ²-|Ꭱ¹Ꮎ²||ᏍᏕᎾ|sdè:nā|You both recently went|||sdee1na2
333||dé:ji:hyé|Ꮥ³Ꮵ²-|ɂᏰ³Ꭰ||ᏕᏥᏰᎠ|dé:ji:hyé:ɂa|You all are eating flexible things|||dee3jii2hyee3-a
334|||Ꮧ̣³Ꮒ̣²-|ᎣᎵ͓²Ꭹ||ᏗᏃᎵᎩ|dínohlgi|Let you and me understand things|||di3nohl2gi
335|||Ꭸ²Ꮧ²-|Ꭳ²Ꮅ¹Ꭹ*||ᎨᏙᎵᎩ|ge:do:lì:gi|Let all of us recognize them (animate)|||gee2doo2lii1gi
336|||Ꮧ̣²ᏍᏗ²-|ɂ¹Ꮯ²³Ꮜ||ᏗᏍᏗᏟᏌ|disdì:hlǐ:sa|Let you both gather things|||di2sdii1hlii23sa
337||jò:ginaje:li̋|Ꮶ¹Ꭹ̣²Ꮒ²-|Ꭰ²Ꮴ²Ꮅ⁴Ꭲ||ᏦᎩᎾᏤᎵᎢ|jò:ginaje:li̋:ɂi|Our things, he and I|||joo1gi2naa2jee2lii4-i
338|||Ꭳ¹Ꮵ²-|Ꭱ¹Ꮎ||ᏬᏤᎾ|wò:jè:na|Let them and me go|||woo1jee1na
339||de:gahyé|Ꮣ̣²-, Ꮥ²Ꭶ̣²-|ɂᏰ³Ꭰ||ᏕᎦᏰᎠ|de:gahyé:ɂa|He is eating flexible things|||dee2ga2hyee3-a
340|||Ꭸ²Ꮵ²-|Ꭳ²Ꮅ¹Ꭹ*||ᎨᏦᎵᎩ|ge:jo:lì:gi|Let you all recognize them (animate)|||gee2joo2lii1gi
341|||Ꮧ̣²Ꮵ̣²-, Ꮧ̣²Ꭶ͓-|ɂ¹Ꮯ²³Ꮜ||ᏫᏗᏥᏟᏌ|widijìhlǐ:sa|Let me gather things|||wi2di2ji1hlii23sa
342||diginaje:li̋|Ꮧ̣²Ꭹ̣²Ꮒ²-|Ꭰ²Ꮴ²Ꮅ⁴Ꭲ||ᏗᎩᎾᏤᎵᎢ|diginaje:li̋:ɂi|Our things, you and I|||di2gi2naa2jee2lii4-i
343|||Ꭳ¹ᏍᏗ²-|Ꭱ¹Ꮎ||ᏬᏍᏕᎾ|wò:sdè:na|Let him and me go|||woo1sdee1na
344||de:sdi:hyé|Ꮥ²ᏍᏗ²-|ɂᏰ³Ꭰ||ᏕᏍᏗᏰᎠ|de:sdi:hyé:ɂa|You both are eating flexible things|||dee2sdii2hyee3-a
345|||Ꭵ¹Ꭹ̣²-, Ꭵ¹Ꮖ͓-|ᎣᎵ͓²Ꭶ||ᎥᏉᎵᎦ|v̀:gwohlga|I am being recognized|||vv1gwohl2ga
346|||Ꭿ²-, Ꭿ²Ꮿ͓-|Ꭳ²Ꮅ¹Ꭹ*||ᎯᏲᎵᎩ|hi:yo:lì:gi|Let you recognize him|||hii2yoo2lii1gi
347|||Ꮷ²-, Ꮷ²Ꮹ͓-|ɂᎪ³Ꮧ||ꮷꮹᎪᏗ|ju:wa:kóhdi|For him to have living things|||juu2waa2koh3di
348|||Ꭼ²Ꭹ̣²-, Ꭼ²Ꮖ͓-|ᎣᎵ͓²Ꭶ||ᎬᏉᎵᎦ|gv:gwohlga|They recognize me|||gvv2gwohl2ga
349|||ᏍᎩ̣²-, ᏍᏆ͓-|Ꭳ²Ꮅ³ᏍᏗ||ᏍᏉᎵᏍᏗ|sgwo:hlísdi|For you to recognize me|||sgwoo2hli3sdi
350|||Ꭰ¹Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭶ||ᎠᏓᏙᎵᎦ|à:da:dohlga|He recognizes himself|||aa1daa2dohl2ga
351|||Ꭱ¹ᏍᏗ²-|Ꭳ²Ꮅ¹Ꭹ*||ᎡᏍᏙᎵᎩ|è:sdo:lì:gi|Let you both recognize him; Let you both be recognized|||ee1sdoo2lii1gi
352|||Ꮧ̣²Ꮳ̣²Ꮣ²[Ꮣ͓]-|Ꭳ²Ꮅ³ᏍᏗ||ᏗᏣᏓᏙᎵᏍᏗ|dijada:do:hlísdi|For you all to be acquainted|||di2ja2daa2doo2hli3sdi
353|||Ꭲ¹Ꭹ²-|Ꭵ³²Ꮿ||ᎢᎬᏯ|ì:gv̂:ya|All of us have something long|||ii1gvv32ya
354|||Ꭽ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭶ||ᎭᏓᏙᎵᎦ|hada:dohlga|You recognize yourself|||haa2daa2dohl2ga
355|||Ꭸ²ᏍᏗ²-|Ꭳ²Ꮅ¹Ꭹ*||ᎨᏍᏙᎵᎩ|ge:sdo:lì:gi|Let you both recognize them (animate)|||gee2sdoo2lii1gi
356|||Ꮧ̣²ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|Ꭳ²Ꮅ³ᏍᏗ||ᏗᏍᏓᏓᏙᎵᏍᏗ|disdada:do:hlísdi|For you both to be acquainted|||di2sdaa2daa2doo2hli3sdi
357|||Ꭰ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭶ||ᎠᎾᏓᏙᎵᎦ|à:nada:dohlga|They recognize themselves|||aa1naa2daa2dohl2ga
358|||Ꭱ¹Ꭹ̣²Ꮒ²-|Ꭳ²Ꮅ¹Ꭹ*||ᎡᎩᏃᎵᎩ|è:gino:lì:gi|Let you and me be recognized|||ee1gi2noo2lii1gi
359|||Ꭲ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭶ||ᎢᎾᏓᏙᎵᎦ|ì:nada:dohlga|You and I recognize ourselves|||ii1na2daa2dohl2ga
360|||Ꭲ¹Ꮣ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭶ||ᎢᏓᏓᏙᎵᎦ|ì:dada:dohlga|All of us recognize ourselves|||ii1da2daa2dohl2ga
361|||Ꭳ¹Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭶ||ᎣᏣᏓᏙᎵᎦ|ò:jada:dohlga|They and I recognize ourselves|||oo1ja2daa2dohl2ga
362|||Ꮶ¹Ꮵ²-|Ꭺ¹Ꮹ²Ꮤ||ᏫᏦᏥᎪᏩᏔ|wijò:ji:gò:wahta|Let them and me see them (inanimate)|||wi2joo1jii2goo1wah2ta
363|||Ꭳ¹ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭶ||ᎣᏍᏓᏓᏙᎵᎦ|ò:sdada:dohlga|He and I recognize ourselves|||oo1sda2daa2dohl2ga
