,SYLLABARY,PRONUNCIATION,POS,DEFINITIONS,HFRANCIS LIST VERIFIED,TLW Notes
,ᎤᏍᎩᎸᏗ,u:sgilvʔdi,,,,
,,,,,,
ENTRY,ᎠᏍᎩᎾ,asgi:na,n,"Devil.;
Spirit.;
Soul.",,
note,"… <u>ᎠᏍᎩᎾ</u> ᎤᎪᎵᏰᏗᏱ ᎠᏰᎸᏎᎢ.
… to be tempted by <u>the Devil</u>,
[ᎹᏚ 4:1]",,,,,
,,,,,,
ENTRY,ᎠᏍᎩᏘᏍᎦ,a:sgí:tsga,vt,He is dreaming about it.,,
,ᎦᏍᎩᏘᏍᎦ,ga:sgí:tsga,,,,
,ᎤᏍᎩᏨᎢ,u:sgí:jv̌ʔi,,,,
,ᎠᏍᎩᏘᏍᎪᎢ,a:sgí:tsgóʔi,,,,
,ᎭᏍᎩᏘᏍᎩ,ha:sgí:tsgi,,,,
,ᎤᏍᎩᏘᏍᏗ,u:sgí:tsdi,,,,
,,,,,,
ENTRY,ᎠᏍᎩᏨᎥᏍᎦ,asgi:chvʔv:sga,vt,He is dreaming of many things.,x,
,ᎦᏍᎩᏨᎥᏍᎦ,gasgi:chvʔv:sga,,,Francis: Metathesis?,
,ᎤᏍᎩᏨᏅᎢ,u:sgi:chvʔnv̌ʔi,,,Changed PAST to Francis form,
,ᎠᏍᎩᏨᎥᏍᎪᎢ,asgi:chvʔv:sgóʔi,,,,
,ᎭᏍᎩᏨᎥᎦ,hasgi:chvʔv:ga,,,,
,ᎤᏍᎩᏨᏗ,u:sgi:chv:di,,,,
,,,,,,
ENTRY,ᎠᏍᎪᎩᎠ,a:sgo:giʔa,vt,He is gnawing.,,
,ᏥᏍᎪᎩᎠ,jisgo:giʔa,,,,
,ᎤᏍᎪᎬᎢ,u:sgo:gv̌ʔi,,,,
,ᎠᏍᎪᎩᏍᎪᎢ,a:sgo:gʔsgóʔi,,,,
,ᎯᏍᎪᎦ,hisgo:ga,,,,
,ᎤᏍᎪᎩᏍᏗ,u:sgo:gisdi,,,,
,,,,,,
ENTRY,ᎠᏍᎪᎵ,asgo:li,n,His head.,,
,ᏥᏍᎪᎵ,jisgo:li,,,,
note,"… ᎠᎴ ᎠᎵᏍᏚᎶ ᎠᏕᎸ ᏓᎶᏂᎨᏍᏛᎭ <u>ᎠᏍᎪᎵ</u> ᎦᎸᎳᏗᏢ ᏥᎦᏔ …
… and that a Crown hangs over <u>his head</u> …
[ᏧᏁᎶᏍᏗ ᏚᏂᎩᏒᏒᎢ - ᎠᏁᏢᏗᏍᎩ]",,,,,
,,,,,,
ENTRY,ᎠᏍᎪᎸᎦ,a:sgo:lvga,vi,He is fading.,,
,ᏥᏍᎪᎸᎦ,jisgo:lvga,,,,
,ᎤᏍᎪᎸᏨᎢ,u:sgo:lv:jv̌ʔi,,,,
,ᎠᏍᎪᎸᎪᎢ,a:sgo:lvgóʔi,,,,
,ᎯᏍᎪᎸᎩ,hisgo:lv:gi,,,,
,ᎤᏍᎪᎸᎢᏍᏗ,u:sgo:lvʔisdi,,,,
note,"ᎠᏕᏗᏱᏍᎩᏂ, ᎠᏲᎩ, ᎠᎴ ᎠᎦᏓᎯᏲᎩ, ᎠᎴ <u>ᎠᏍᎪᎸᎩ</u> ᏂᎨᏒᎾ …
I seek an <em>Inheritance incorruptible</em>, <em>undefiled</em>, <em>and that <u>fadeth</u> not away</em> …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏍᎪᏍᎦ,asgo:sga,vi,He is digging.,x,
,ᎦᏍᎪᏍᎦ,gasgo:sga,,,,
,ᎤᏍᎪᏒᎢ,u:sgo:sv̌ʔi,,,,
,ᎠᏍᎪᏍᎪᎢ,asgo:sgóʔi,,,,
,ᎭᏍᎪᎳ,hasgola,,,,
,ᎤᏍᎪᏍᏗ,u:sgo:sdi,,,,
note,"… ᎠᎴ ᎬᏩᏃᏁᎴ ᎠᎹ ᎠᏢᏗᏱ <u>ᎤᎾᏍᎪᏒ</u> ᎤᎬᏩᎵ, ᎠᎴ ᎯᎠ ᏂᎬᏩᏪᏎᎴᎢ, ᎠᎹ ᎣᏥᏁᏩᏛ.
… the circumstances of the well which <u>they have digged</u>, and say to him, 'We have found water;'
[ᎼᏏ ᎢᎬᏱᏱ 26:32]",,,,,
,,,,,,
ENTRY,ᎠᏍᎫᏓᎩᎠ,a:sgu:dagiʔa,vi,He is cutting the head off of a cabbage.,x,
,ᏥᏍᎫᏓᎩᎠ,jisgu:dagiʔa,,,Francis has plural IMM form?,
,ᎤᏍᎫᏓᎩᏒᎢ,u:sgu:dagi:sv̌ʔi,,,,
,ᎠᏍᎫᏓᎩᏍᎪᎢ,a:sgu:dagi:sgóʔi,,,,
,ᎯᏍᎫᏓᎩ,hisgu:dagi,,,,
,ᎤᏍᎫᏓᎩᏍᏗ,u:sgu:dagi:sdi,,,,
,,,,,,
ENTRY,ᎠᏍᎫᏓᏔᏍᎦ,asgu:data:sga,vi,It is budding.,x,
,-,,,,,
,ᎤᏍᎫᏓᏔᏅᎢ,u:sgu:datahnv̌ʔi,,,,
,ᎠᏍᎫᏓᏔᏍᎪᎢ,asgu:data:sgóʔi,,,,
,ᏩᏍᎫᏓᏔᎦ,wasgu:data:ga,,,,
,ᎤᏍᎫᏓᏙᏍᏗ,u:sgu:datosdi,,,,
,,,,,,
ENTRY,ᎠᏍᎬᏓᎨᏂ,asgv:dage:ni,n,His shin bone.,,
,ᏥᏍᎬᏓᎨᏂ,jisgv:dage:ni,,,,
,,,,,,
ENTRY,ᎠᏍᏆᎨᏂ,asgwage:ni,n,"His side.;
The side of his body.",,
,ᏥᏍᏆᎨᏂ,jisgwage:ni,,,,
note,"… ᎠᎴ ᎡᏍᎦ ᎡᏅᎦ ᏦᏰᏂ <u>ᏥᏍᏆᎨᏂ</u> ᏩᏐᎾᏓ …
… and bring thy hand, and put [it] to <u>my side</u> …
[ᏣᏂ 20:27]",,,,,
,,,,,,
ENTRY,ᎠᏍᏆᎵᏍᎦ,a:hsgwáʔli:hsga,vt,He is cutting it (something long) off.,x HF doesn't accurately show King's root phonetics for this verb,Root is -hsgwạ³ʔli- (-h stem with rising tone on 1st syllable of root)
,ᏥᏍᏆᎵᏍᎦ,jiʔsgwáʔli:hsga,,,,Added /h/ in phonetics where appropriate and glottal stop
,ᎤᏍᏆᎵᏒᎢ,u:hsgwáʔli:hsv̌ʔi,,,,
,ᎠᏍᏆᎵᏍᎪᎢ,a:hsgwáʔli:hsgóʔi,,,,
,ᎯᏍᏆᎳᎦ,hihsgwáʔlaʔga,,,,
,ᎤᏍᏆᎵᏍᏗ,u:hsgwáʔli:hsdi,,,,
note,"ᎢᏳᏃ ᏦᏰᏂ ᎯᎦᏘᏏ ᏕᏦᏕᏍᏗᏍᎨᏍᏗ, <u>ᎯᏍᏆᎵᏍᎨᏍᏗ</u>, ᎠᎴ ᏣᏕᎨᏍᏗ …
‘And, if thy right hand doth cause thee to stumble, <u>cut it off</u>, and cast from thee …
[ᎹᏚ 5:30]",,,,,
,,,,,,
ENTRY,ᎠᏍᏆᎵᏍᎦ,a:hsgwaʔlí:hsga,vt,He is breaking it (something long).,x HF doesn't accurately show King's root phonetics for this verb,Root is -hsgwạʔli³- (-h stem with rising tone on 2nd syllable of root)
,ᏥᏍᏆᎵᏍᎦ,jiʔsgwaʔlí:hsga,,,,Added /h/ in phonetics where appropriate and glottal stop
,ᎤᏍᏆᎵᏒᎢ,u:hsgwaʔlí:hsv̌ʔi,,,,
,ᎠᏍᏆᎵᏍᎪᎢ,a:hsgwaʔlí:hsgóʔi,,,,
,ᎯᏍᏆᎳᎦ,hihsgwaʔláʔga,,,,
,ᎤᏍᏆᎵᏍᏗ,u:hsgwaʔlí:hsdi,,,,
,,,,,,
ENTRY,ᎠᏍᏆᎶᎠ,a:sgwaloʔa,vi,He is bumping his head.,x,
,ᏥᏍᏆᎶᎠ,jisgwaloʔa,,,Definition fix. VT=>VI fix,
,ᎤᏍᏆᎶᎥᎢ,u:sgwaloʔv̌ʔi,,,,
,ᎠᏍᏆᎶᏍᎪᎢ,a:sgwalosgóʔi,,,,
,ᎯᏍᏆᎶᏣ,hisgwaloja,,,,
,ᎤᏍᏆᎶᏍᏗ,u:sgwalosdi,,,,
,,,,,,
ENTRY,ᎠᏍᏆᎸᎢᎭ,a:hsgwalv́ʔiha,vt,He is hitting someone in the head with it (something long).,,
,ᏥᏍᏆᎸᎢᎭ,jiʔsgwalv́ʔiha,,,,
,ᎤᏍᏆᎸᎸᎢ,u:hsgwalv́ʔlv̌ʔi,,,,
,ᎠᏍᏆᎸᎢᎰᎢ,a:hsgwalv́ʔihóʔi,,,,
,ᎯᏍᏆᎸᎦ,hihsgwalv́ʔga,,,,
,ᎤᏍᏆᎸᎢᏍᏗ,u:hsgwalv́ʔisdi,,,,
,,,,,,
ENTRY,ᎠᏍᏆᏁᎦᎸᎢ,asgwane:galvʔi,n,His abdomen.,,
,ᏥᏍᏆᏁᎦᎸᎢ,jisgwane:galvʔi,,,,
,,,,,,
ENTRY,ᎠᏍᏆᏂᎪᏍᎦ,a:hsgwánigo:sga,vt,He is admiring it.,x,
,ᏥᏍᏆᏂᎪᏍᎦ,jiʔsgwánigo:sga,,,,
,ᎤᏍᏆᏂᎪᏒᎢ,u:hsgwánigo:sv̌ʔi,,,,
,ᎠᏍᏆᏂᎪᏍᎪᎢ,a:hsgwánigo:sgóʔi,,,,
,ᎯᏍᏆᏂᎪᎵ,hihsgwánigoʔli,,,,
,ᎤᏍᏆᏂᎪᎯᏍᏗ,u:hsgwánigo:hisdi,,,,
note,"ᎾᏍᎩᏃ ᎯᎠ ᏂᏚᏪᏎᎸ ᎪᎱᏍᏗ ᏧᏩᎿ <u>ᎤᏂᏍᏆᏂᎪᏒᎩ</u> …
At this his Relations were sore <u>amazed</u> …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏍᏆᏂᎪᏒᎥᏍᎦ,asgwa:nigosvʔv:sga,vi,He is amusing himself.,,
,ᏥᏍᏆᏂᎪᏒᎥᏍᎦ,jisgwa:nigosvʔvʔsga,,,,
,ᎤᏍᏆᏂᎪᏒᏅᎢ,u:sgwa:nigosvʔnv̌ʔi,,,,
,ᎠᏍᏆᏂᎪᏒᎥᏍᎪᎢ,asgwa:nigosvʔv:sgóʔi,,,,
,ᎯᏍᏆᏂᎪᏒᎥᎦ,hisgwa:nigosvʔv:ga,,,,
,ᎤᏍᏆᏂᎪᏍᏗ,u:sgwa:nigoshdi,,,,
,,,,,,
ENTRY,ᎠᏍᏆᏄᏥᎦ,*a:sgwanú:jga,vt,He is kissing (sucking).,x,
,ᏥᏍᏆᏄᏥᎦ,*jisgwanú:tsga,,,francis definition VT not VI,
,ᎤᏍᏆᏄᏨᎢ,u:sgwanú:jv̌ʔi,,,,
,ᎠᏍᏆᏄᏥᎪᎢ,*a:sgwanú:jgóʔi,,,,
,ᎯᏍᏆᏄᏣ,hisgwanú:ja,,,,
,ᎤᏍᏆᏄᏥᏗ,*u:sgwanú:jdi,,,,
,,,,,,
ENTRY,ᎠᏍᏇᎵᏰᎠ,a:sgwe:lí:yeʔa,vi,He is spelling.,x,
,ᏥᏍᏇᎵᏰᎠ,jisgwe:lí:yeʔa,,,,
,ᎤᏍᏇᎵᏰᎥᎢ,u:sgwe:lí:yeʔv̌ʔi,,,,
,ᎠᏍᏇᎵᏰᏍᎪᎢ,a:sgwe:lí:yesgóʔi,,,,
,ᎯᏍᏇᎵᏯ,hisgwe:lí:ya,,,,
,ᎤᏍᏇᎵᏰᏗ,u:sgwe:lí:ye:di,,,,
,,,,,,
ENTRY,ᎠᏍᏇᏚᏍᏗ,asgwe:tusdi,n,The cap over a stove pipe.,,
,,,,,,
ENTRY,ᎠᏍᏉᏍᎦ,a:sgwǒ:hsga,vt,He is craving it.,x,
,ᏥᏍᏉᏍᎦ,jisgwǒʔsga,,,added glottal stop to ᏥᏍᏉᏍᎦ,
,ᎤᏍᏉᏒᎢ,u:sgwǒ:hsv̌ʔi,,,to correctly match ᎯᏍᎪᎵ,
,ᎠᏍᏉᏍᎪᎢ,a:sgwǒ:hsgóʔi,,,,
,ᎯᏍᏉᎵ,hisgwóʔli,,,,
,ᎤᏍᏉᎯᏍᏗ,u:sgwóhisdi,,,,
,,,,,,
ENTRY,ᎠᏍᏋᏁᏓ,asgwvne:da,n,"False hellebore.;
Indian poke.;
Indian hellebore.;
biol. <em>Veratrum viride.</em>",,
,,,,,,
ENTRY,ᎠᏍᏓᏩᏗ,a:hsdáʔwadi,vt,He is following.,,hsta./wat  follow > hsta?wat   CK 
,ᏥᏍᏓᏩᏗ,jiʔsdáʔwadi,,,,
,ᎤᏍᏓᏩᏕᏒᎢ,u:hsdáʔwadésv̌ʔi,,,,
,ᎠᏍᏓᏩᏗᏐᎢ,a:hsdáʔwadi:sóʔi,,,,
,ᎯᏍᏓᏩᏚᎦ,hihsdáʔwadu:ga,,,,
,ᎤᏍᏓᏩᏛᏍᏗ,u:hsdáʔwadvsdi,,,,
note,"ᎾᏉᏃ ᏮᎤᏨᏒᎩ, ᎠᏴᏃ ᎡᏍᎦ ᏛᎩᎶᏒᎩ; ᏄᏬᎯᏳᎯᏒᎾ <u>ᎤᏍᏓᏩᏛᏒᎩ</u>, ᎠᏴᏃ ᎠᏂ ᎦᎶᎯᏍᏗ ᏙᏛᏊᎪᏔᏅᎩ.
so he went his way, and I came mine: <u>he after</u> Obstinate, and I to this Gate.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏍᏓᏱ,asda:yi,adj,"Hard.;
Solid (object).",,
note,"ᎦᎾᏰᎯᏍᏗᏍᎩᏂ ᎨᏒ <u>ᎠᏍᏓᏱᏳ</u> ᎠᎩᎨᎯᏒᎩ …
Fear followed me so <u>hard</u> …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏍᏓᏱᏗᎠ,a:sdáʔyi:diʔa,vi,"He is fastening.;
He is making fast.",,
,ᏥᏍᏓᏱᏗᎠ,jisdáʔyi:diʔa,,,,
,ᎤᏍᏓᏱᏛᎢ,u:sdáʔyi:dv̌ʔi,,,,
,ᎠᏍᏓᏱᏗᏍᎪᎢ,a:sdáʔyi:disgóʔi,,,,
,ᎯᏍᏓᏱᏓ,hisdáʔyi:da,,,,
,ᎤᏍᏓᏱᏗᏍᏗ,u:sdáʔyi:disdi,,,,
note,"ᎠᏂᏧᏏᏃ ᎾᏍᏉ <u>ᎤᏂᏍᏓᏱᏛᎩ</u>, ᎤᏙᎯᏳᎯ ᎾᏍᎩ ᏄᏍᏗ, ᎤᎾᏛᏅᎩ.
and the Jews also <u>agreed</u>, professing these things to be so.
[ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 24:9]",,,,,
,,,,,,
ENTRY,ᎠᏍᏓᏱᏗᎠ,a:sdaʔyí:diʔa,vt,"He is strengthening it.;
He is approving it.;
He is signing it.",,
,ᏥᏍᏓᏱᏗᎠ,jisdaʔyí:diʔa,,,,
,ᎤᏍᏓᏱᏛᎢ,u:sdaʔyí:dv̌ʔi,,,,
,ᎠᏍᏓᏱᏗᏍᎪᎢ,a:sdaʔyí:disgóʔi,,,,
,ᎯᏍᏓᏱᏓ,hisdaʔyí:da,,,,
,ᎤᏍᏓᏱᏗᏍᏗ,u:sdaʔyí:disdi,,,,
note,"… ᎠᎴ ᎩᎶ ᏥᏍᏓᏱᏓ ᎡᎳ <u>ᎠᏍᏓᏱᏗᏍᎪᎢ</u>.
… and to whom He willeth, <u>He doth harden</u>.
[ᎶᎻ 9:18]",,,,,
,,,,,,
ENTRY,ᎠᏍᏓᏲᎯᎭ,a:sdayohiha,vt,He is firing a gun.,,
,ᎦᏍᏓᏲᎯᎭ,gaʔsdayohiha,,,,
,ᎤᏍᏓᏲᎸᎢ,u:sdayo:hlv̌ʔi,,,,
,ᎠᏍᏓᏲᎯᎰᎢ,a:sdayohihóʔi,,,,
,ᎯᏍᏓᏲᎭᎦ,hisdayoha:ga,,,,
,ᎤᏍᏓᏲᏍᏗ,u:sdayosdi,,,,
,,,,,,
ENTRY,ᎠᏍᏕᎵᎭ,a:sdé:liha,vt,He is helping.,,
,ᏥᏍᏕᎵᎭ,jisdé:liha,,,,
,ᎤᏍᏕᎸᎲᎢ,u:sdé:lvhv̌ʔi,,,,
,ᎠᏍᏕᎵᏍᎪᎢ,a:sdé:lisgóʔi,,,,
,ᎯᏍᏕᎳ,hisdé:la,,,,
,ᎤᏍᏕᎵᏗ,u:sdé:hldi,,,,
note,"ᎠᏍᎦᏯ ᎤᎷᏤᎸᎩ, <u>ᎠᏓᏍᏕᎵᏍᎩ</u> ᏧᏙᎢᏛ …
that a man came to him, whose name was <u>Help</u> …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏍᏕᏲᏎᎭ,asdeyo:hse:ha,vt,He is braiding hair.,,
,ᏥᏍᏕᏲᏎᎭ,jisdeyoʔse:ha,,,,
,ᎤᏍᏕᏲᏎᎸᎢ,u:sdeyo:hselv̌ʔi,,,,
,ᎠᏍᏕᏲᏎᎰᎢ,asdeyo:hse:hóʔi,,,,
,ᎯᏍᏕᏲᏏ,hisdeyo:hsi,,,,
,ᎤᏍᏕᏲᏎᏗ,u:sdeyo:hse:hdi,,,,
,,,,,,
ENTRY,ᎠᏍᏗᎩᎠ,a:hsdí:giʔa,vt,He is eating it (something long).,,"Added intial ""h"" back in to root.  -hsdi:g-"
,ᏥᏍᏗᎩᎠ,jiʔsdí:giʔa,,,,
,ᎤᏍᏗᎬᎢ,u:hsdí:gʔv̌ʔi,,,,
,ᎠᏍᏗᎩᏍᎪᎢ,a:hsdí:gisgóʔi,,,,
,ᎯᏍᏗᎦ,hihsdí:ga,,,,
,ᎤᏍᏗᎩᏍᏗ,u:hsdí:gʔi:sdi,,,,
note,"ᏚᏯ ᏃᎴ ᏎᎷ <u>ᏓᏍᏗᎩᎠ</u>.
<u>He is eating</u> corn and beans.
[King pg 112]",,,,,
,,,,,,
ENTRY,ᎠᏍᏗᏰᏗᎭ,a:sdi:ye:diha,vt,"He is begging him.;
He is persuading him.",,
,ᏥᏍᏗᏰᏗᎭ,jiʔsdi:ye:diha,,,,
,ᎤᏍᏗᏰᏔᏅᎢ,u:sdi:ye:tanv̌ʔi,,,,
,ᎠᏍᏗᏰᏗᏍᎪᎢ,a:sdi:ye:disgóʔi,,,,
,ᎯᏍᏗᏰᏓ,hiʔsdi:ye:da,,,,
,ᎤᏍᏗᏰᏙᏗ,u:sdi:ye:do:hdi,,,,
note,"… ᎾᏍᎩ <u>ᎠᎩᏍᏗᏰᏔᏅᎩ</u>.
… who <u>persuaded me</u>.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",*<ū>ꮪꮝꮧᏸꮤꮕꭲ</ū> ꮎ ꮣꭶꮟ ꭴꮎꮰꭿꮝꮧ. <ū>he be:gge:d the:m</ū> to ge:t o:ff o:f tha:t tu:rtlē. (spa:dē/wa:lke:r 1966),,,,
,,,,,,
ENTRY,ᎠᏍᏙᎠ,a:sdoʔa,vt,"He is pounding it.;
He is grinding it.;
He is churning it.",x,
,ᏥᏍᏙᎠ,jisdoʔa,,,,
,ᎤᏍᏙᎥᎢ,u:sdoʔv̌ʔi,,,,
,ᎠᏍᏙᏍᎪᎢ,a:sdo:sgóʔi,,,,
,ᎯᏍᏙᏣ,hisdo:ja,,,,
,ᎤᏍᏙᏍᏗ,u:sdo:sdi,,,,
note,"ᎠᏂᏔᎵ ᎠᏂᎨᏴ <u>ᎠᏂᏍᏙᏍᎨᏍᏗ ᎠᏍᏙᏍᎩᏱ</u>, ᎠᏏᏴᏫ ᎠᏥᏯᏅᏗ ᎨᏎᏍᏗ ᏐᎢᏃ ᎠᏥᎧᎯᏯᏍᏗ ᎨᏎᏍᏗ.
two women <u>shall be grinding in the mill</u>, one is received, and one is left.
[ᎹᏚ 24:41]",,,,,
,,,,,,
ENTRY,ᎠᏍᏙᏗ,asdo:hdi,n,Door.,,
,,,,,,
ENTRY,ᎠᏍᏙᏰᎭ,a:sdó:ye:ha,vt,"He is shaving someone.;
He is cutting someone's hair.",x,
,ᏥᏍᏙᏰᎭ,jiʔsdó:ye:ha,,,Francis has ᎯᏍᏙᏯ for IMM,
,ᎤᏍᏙᏰᎲᎢ,u:sdó:ye:hv̌ʔi,,,,
,ᎠᏍᏙᏰᏍᎪᎢ,a:sdó:ye:sgóʔi,,,,
,ᎯᏍᏙᏰᎠ,hiʔsdó:yea,,,,
,ᎤᏍᏙᏰᏗ,u:sdó:ye:hdi,,,,
,,,,,,
ENTRY,ᎠᏍᏚᎩᎠ,a:sdúgiʔa,vt,He is opening a door.,x,
,ᏥᏍᏚᎩᎠ,jisdúgiʔa,,,Francis forms are not the same even same root is shown???,
,ᎤᏍᏚᎩᏒᎢ,u:sdúgisv̌ʔi,,,,
,ᎠᏍᏚᎩᏍᎪᎢ,a:sdúgi:sgóʔi,,,,
,ᎯᏍᏚᎩ,hisdúgi,,,,
,ᎤᏍᏚᎩᏗ,u:sdúgi:di,,,,
,,,,,,
ENTRY,ᎠᏍᏚᎲᏍᎦ,a:hsdu:hv̌:hsga,vt,"He is shutting it.;
He is closing it.",x,"Added the ""h"" back to the stem as in King's list: -hstuhv/-  Cook has good examples of how these are affected. "
,ᏥᏍᏚᎲᏍᎦ,jiʔsdu:hv̌:hsga,,,,
,ᎤᏍᏚᏅᎢ,u:hsdu:hnv̌ʔi,,,,
,ᎠᏍᏚᎲᏍᎪᎢ,a:hsdu:hv̌:hsgóʔi,,,,
,ᎯᏍᏚᎲᎦ,hihsdu:hv́ʔga,,,,
,ᎤᏍᏚᏗ,u:hsdu:hdi,,,,
note,"… ᏞᏍᏗ <u>ᏣᏍᏚᏅᎩ</u> ᎧᏃᎮᏛ ᎠᏙᎴᎰᏒᎯ ᎠᏂ ᎯᎠ ᎪᏪᎵᎯ …
… ‘Thou mayest not <u>seal</u> the words of the prophecy of this scroll …
[ᎠᏥᎾᏄᎪᏫᏎᎸᎢ 22:10]",,,,,
,,,,,,
ENTRY,ᎠᏍᏚᏥᏍᏙᎭ,a:sdu:jisdo:ha,vt,He is sprinkling.,,"I've added an /s/ to the stem based on other sources (CWL and Lawrence Panther) that indicate that the root is -sdutsis- in NC. The -do- suffix after the stem emphasizes ""sprinkling around"". The Western cognate is asdudlisdoha. ᏔᎻᎵ "
,ᏥᏍᏚᏥᏍᏙᎭ,jisdu:jisdo:ha,,,,
,ᎤᏍᏚᏥᏍᏙᎸᎢ,u:sdu:jisdoʔlv̌ʔi,,,,
,ᎠᏍᏚᏥᏍᏙᎰᎢ,a:sdu:jisdo:hóʔi,,,,
,ᎯᏍᏚᏥᏍᏓ,hisdu:jisda,,,,
,ᎤᏍᏚᏥᏍᏙᏗ,*u:sdu:jistdi,,,,
,,,,,,
ENTRY,ᎠᏍᏛᎢ,asdvʔi,n,"At the edge of.;
End.",,
note,"… ᏧᏗᏱ <u>ᎠᏍᏛ</u> ᏭᎷᏨᎩ ᏦᏓᏂ ᎠᏍᎪᏂᏗᏢ.
… did come to <u>the borders</u> of Judea, beyond the Jordan,
[ᎹᏚ 19:1]",,,,,
,,,,,,
ENTRY,ᎠᏍᏛᎧ,a:sdv́:ka,vi,It is deep.,,
,-,,,,,
,ᎤᏍᏛᏒᎢ,u:sdv́:hsv̌ʔi,,,,
,ᎠᏍᏛᎪᎢ,a:sdv́:kóʔi,,,,
,ᏩᏍᏛᎲᎯ,wa:sdv́:hvhi,,,,
,ᎤᏍᏛᎲᏍᏗ,u:sdv́:hvsdi,,,,
note,"… ᎤᎵᏏᎩᏃ ᎤᏭᏝᎡ <u>ᎠᏍᏛᎩ</u> …
… and darkness [is] on the face of <u>the deep</u> …
[ᎼᏏ ᎢᎬᏱᏱ 1:2]",,,,,
,,,,,,
ENTRY,ᎠᏍᏛᎪᏍᎦ,a:sdv:gǒ:hsga,vt,He is scraping (grit corn).,x,
,ᏥᏍᏛᎪᏍᎦ,jisdv:gǒʔsga,,,fixed 1st form glottal stop,
,ᎤᏍᏛᎪᏒᎢ,u:sdv:gǒ:hsv̌ʔi,,,,
,ᎠᏍᏛᎪᏍᎪᎢ,a:sdv:gǒ:hsgóʔi,,,,
,ᎯᏍᏛᎪᎵ,hisdv:góʔli,,,,
,ᎤᏍᏛᎪᎣᏍᏗ,u:sdv:góosdi,,,,
,,,,,,
ENTRY,ᎠᏍᏛᎯᏍᏗᎭ,a:sdv́:hi:sdiha,vt,He is making it deep.,,
,ᏥᏍᏛᎯᏍᏗᎭ,jisdv́:hi:sdiha,,,,
,ᎤᏍᏛᎯᏍᏔᏅᎢ,u:sdv́:hi:stanv̌ʔi,,,,
,ᎠᏍᏛᎯᏍᏗᏍᎪᎢ,a:sdv́:hi:sdisgóʔi,,,,
,ᎯᏍᏛᎯᏍᏓ,hisdv́:hi:sda,,,,
,ᎤᏍᏛᎯᏍᏙᏗ,u:sdv́:hi:sdo:hdi,,,,
,,,,,,
ENTRY,ᎠᏍᏛᏁᎦᎵᎭ,asdvne:gali:ha,vt,He is scalping him.,,
,ᏥᏍᏛᏁᎦᎵᎠ,ji:sdvne:galiʔa,,,,
,ᎤᏍᏛᏁᎦᎸᎲᎢ,u:sdvne:galv:hv̌ʔi,,,,
,ᎠᏍᏛᏁᎦᎵᏍᎪᎢ,asdvne:gali:sgóʔi,,,,
,ᎯᏍᏛᏁᎦᎳ,hi:sdvne:gala,,,,
,ᎤᏍᏛᏁᎦᎵᏗ,u:sdvne:ga:hldi,,,,
,,,,,,
ENTRY,ᎠᏍᏛᏍᎦ,a:stv:sga,vi,"He is finishing.;
It is coming to an end.",x,
,ᏥᏍᏛᏍᎦ,jistv:sga,,,,
,ᎤᏍᏛᏅᎢ,u:stvnv̌ʔi,,,,
,ᎠᏍᏛᏍᎪᎢ,a:stv:sgóʔi,,,,
,ᎯᏍᏛᎦ,histv:ga,,,,
,ᎤᏍᏛᏍᏗ,u:stv:sdi,,,,
,,,,,,
ENTRY,ᎠᏎᎮᎭ,aséhe:ha,vt,"He is showing him.;
He is pointing for him.",,
,ᏥᏯᏎᎮᎭ,ji:yaséhe:ha,,,,
,ᎤᏎᎮᎸᎢ,u:séhelv̌ʔi,,,,
,ᎠᏎᎮᎰᎢ,aséhe:hóʔi,,,,
,ᎯᏯᏎᎮᎢᏏ,hiyaséheisi,,,,
,ᎤᏎᎮᏍᏗ,u:séhesdi,,,,
note,"ᎠᎵᏣᏙᏂᏙᎯ ᏧᏙᎢᏛ <u>ᎠᏆᏎᎮᎸ</u> …
<u>I am directed by</u> a man, whose name is Evangelist …
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᏎᎯᎭ,aséhiha,vt,"He is counting.;
He is pointing at him.",,
,"ᏥᏯᏎᎯᎭ, ᎦᏎᎯᎭ","ji:yaséhihā, gaséhiha",,,,
,ᎤᏩᏎᎸᎢ,u:waséhlv̌ʔi,,,,
,ᎠᏎᎯᎰᎢ,aséhihóʔi,,,,
,"ᎯᏯᏎᎧ, ᎭᏎᎧ","hi:yasékā, haséka",,,,
,ᎤᏩᏎᏍᏗ,u:wasésdi,,,,
