entrytone|nounadjpluraltone|vfirstprestone|vthirdpasttone|vthirdprestone|vsecondimpertone|vthirdinftone|syllabaryb|nounadjpluralsyllf|vfirstpresh|vthirdpastsyllj|vthirdpressylll|vsecondimpersylln|vthirdinfsyllp|definitiond|id|source
à:té:lv:hv́sga||jì:té:lv:hv́sga|ù:té:lv:hnv̌:ɂi|à:té:lv:hvsgó:ɂi|hì:tè:lv̌:na, hitè:lv̌:na|u:tèhldi|ᎠᏖᎸᎲᏍᎦ||ᏥᏖᎸᎲᏍᎦ|ᎤᏖᎸᏅᎢ|ᎠᏖᎸᎲᏍᎪᎢ|ᎯᏖᎸᎾ, ᎯᏖᎸᎾ|ᎤᏖᎸᏗ|he's shaking him, it|72669|ced
a:hté:lvhv:sga||tsiɂté:lvhv:sga|u:hté:lvɂhnv̌:ɂi|a:hté:lvhv:sgó:ɂi|hihté:lvhv:ga|u:hté:hldi|ᎠᏖᎸᎲᏍᎦ||ᏥᏖᎸᎲᏍᎦ|ᎤᏖᎸᏅᎢ|ᎠᏖᎸᎲᏍᎪᎢ|ᎯᏖᎸᎲᎦ|ᎤᏖᎸᏗ|He is shaking it|100120|rrd
atesge:ni|||||||ᎠᏖᏍᎨᏂ|||||||Lower back|100121|rrd
ate:sdi:ha||tsi:yadɂe:sdi:ha|u:te:stanv̌:ɂi|ate:sdi:sgó:ɂi|hi:yadɂe:sda|u:te:sdo:hdi|ᎠᏖᏍᏗᎭ||ᏥᏯᏕᏍᏗᎭ|ᎤᏖᏍᏔᏅᎢ|ᎠᏖᏍᏗᏍᎪᎢ|ᎯᏯᏕᏍᏓ|ᎤᏖᏍᏙᏗ|He is startling him.; He is frightening him|100122|rrd
à:díɂa||jidíɂa|ù:dv̌:ɂi|à:dî:sgó:ɂi|hida|u:dì:sdi|ᎠᏗᎠ||ᏥᏗᎠ|ᎤᏛᎢ|ᎠᏗᏍᎪᎢ|ᎯᏓ|ᎤᏗᏍᏗ|he's laying a long object down|72256|ced
a:diɂa||ga:diɂa|u:dvɂnv̌:ɂi|a:di:sgó:ɂi|ha:da|u:tdi|ᎠᏗᎠ||ᎦᏗᎠ|ᎤᏛᏅᎢ|ᎠᏗᏍᎪᎢ|ᎭᏓ|ᎤᏘᏗ|He is saying it|100123|rrd
a:diɂa||tsidiɂa|u:ɂdɂv̌:ɂi|a:di:sgó:ɂi|hida|u:di:sdi|ᎠᏗᎠ||ᏥᏗᎠ|ᎤᏛᎢ|ᎠᏗᏍᎪᎢ|ᎯᏓ|ᎤᏗᏍᏗ|He is laying it (something long) down.; He is placing it (something long) on the ground|100124|rrd
à:di:galě:yáɂa||gadi:galě:yáɂa|ù:di:galé:yv̌:ɂi|à:di:galě:yâ:sgó:ɂi|hadi:galě:ya|u:di:galě:yâ:sdi|ᎠᏗᎦᎴᏯᎠ||ᎦᏗᎦᎴᏯᎠ|ᎤᏗᎦᎴᏴᎢ|ᎠᏗᎦᎴᏯᏍᎪᎢ|ᎭᏗᎦᎴᏯ|ᎤᏗᎦᎴᏯᏍᏗ|he's scattering it|72258|ced
a:di:gale:yaɂa||ga:di:gale:yaɂa|u:di:gale:yi|a:di:gale:ya:sgó:ɂi|ha:di:gale:ya|u:di:gale:ya:sdi|ᎠᏗᎦᎴᏯᎠ||ᎦᏗᎦᎴᏯᎠ|ᎤᏗᎦᎴᏱ|ᎠᏗᎦᎴᏯᏍᎪᎢ|ᎭᏗᎦᎴᏯ|ᎤᏗᎦᎴᏯᏍᏗ|He is scattering from a pile|100125|rrd
à:di:galě:yô:ga|||ù:di:galě:yô:jv̌:ɂi|à:di:galě:yô:gó:ɂi||u:di:galě:yôysdi|ᎠᏗᎦᎴᏲᎦ|||ᎤᏗᎦᎴᏲᏨᎢ|ᎠᏗᎦᎴᏲᎪᎢ||ᎤᏗᎦᎴᏲᎢᏍᏗ|it's scattering|72259|ced
a:dí:kvɂa||ga:dí:kvɂa|u:dí:kalv̌:ɂi|a:dí:kv:hó:ɂi|ha:dí:ga|u:dí:kv:sdi|ᎠᏗᎬᎠ||ᎦᏗᎬᎠ|ᎤᏗᎧᎸᎢ|ᎠᏗᎬᎰᎢ|ᎭᏗᎦ|ᎤᏗᎬᏍᏗ|He is urinating|100126|rrd
à:diha||gadí:ɂa|ù:dv:hnv̌:ɂi|à:dǐ:sgóɂi|hada|u:tdi|ᎠᏗᎭ||ᎦᏗᎠ|ᎤᏛᏅᎢ|ᎠᏗᏍᎪᎢ|ᎭᏓ|ᎤᏘᏗ|he's saying it|72261|ced
à:dǐ:nv̂:diha||ji:yadǐ:nv̂:diha, gadǐ:nv̂:diha|ù:dǐ:nv̂:tanv̌:ɂi|à:dǐ:nv̂:di:sgó:ɂi|hi:yadi:nv̀:da, ha:di:nv̀:da|u:dǐ:nv̂:dohdi|ᎠᏗᏅᏗᎭ||ᏥᏯᏗᏅᏗᎭ, ᎦᏗᏅᏗᎭ|ᎤᏗᏅᏔᏅᎢ|ᎠᏗᏅᏗᏍᎪᎢ|ᎯᏯᏗᏅᏓ, ᎭᏗᏅᏓ|ᎤᏗᏅᏙᏗ|he's running over him, it|72262|ced
à:dí:gwalv:dé:yoha||ga:dí:gwalv:dé:yoha|ù:dí:gwalv:dě:yô:lv̌:ɂi|à:dí:gwalv:de:yohó:ɂi|ha:dì:gwa:lv:de:yaga|u:dì:gwalv:děysdi|ᎠᏗᏆᎸᏕᏲᎭ||ᎦᏗᏆᎸᏕᏲᎭ|ᎤᏗᏆᎸᏕᏲᎸᎢ|ᎠᏗᏆᎸᏕᏲᎰᎢ|ᎭᏗᏆᎸᏕᏯᎦ|ᎤᏗᏆᎸᏕᏯᏍᏗ|he, it's spinning, rotating|72260|ced
a:disga:hlǎ:hsga||ga:disga:hlǎ:hsga|u:disga:hlv́:nv̌:ɂi|a:disga:hlǎ:hsgó:ɂi|ha:disga:hlá:ga|u:disga:hldi|ᎠᏗᏍᎦᎳᏍᎦ||ᎦᏗᏍᎦᎳᏍᎦ|ᎤᏗᏍᎦᎸᏅᎢ|ᎠᏗᏍᎦᎳᏍᎪᎢ|ᎭᏗᏍᎦᎳᎦ|ᎤᏗᏍᎦᎳᏗ|He is hiding|100127|rrd
à:di:sgahlv́sga||gadì:sgahlv́sga|ù:di:sgahlánv́:ɂi|à:di:sgahlvsgóɂi|hadi:sgahlv̀:ga|u:di:sgahldi|ᎠᏗᏍᎦᎸᏍᎦ||ᎦᏗᏍᎦᎸᏍᎦ|ᎤᏗᏍᎦᎳᏅᎢ|ᎠᏗᏍᎦᎸᏍᎪᎢ|ᎭᏗᏍᎦᎸᎦ|ᎤᏗᏍᎦᏟᏗ|he's hiding|72264|ced
a:dísdu:sga||ga:disdu:sga|u:dísdunv̌:ɂi|a:dísdu:sgó:ɂi|ha:dísdu:ga|u:dísdi|ᎠᏗᏍᏚᏍᎦ||ᎦᏗᏍᏚᏍᎦ|ᎤᏗᏍᏚᏅᎢ|ᎠᏗᏍᏚᏍᎪᎢ|ᎭᏗᏍᏚᎦ|ᎤᏗᏍᏗ|He is bowing|100128|rrd
adɂsi:ya||tsidɂsi:ya|u:dɂsi:yv̌:ɂi|adɂsi:yi:sgó:ɂi|hidɂsi:yi|u:dɂsi:yhdi|ᎠᏗᏏᏯ||ᏥᏗᏏᏯ|ᎤᏗᏏᏴᎢ|ᎠᏗᏏᏱᏍᎪᎢ|ᎯᏗᏏᏱ|ᎤᏗᏏᏱᏗ|He is leaving it (something long)|100129|rrd
à:dî:si:yáɂa||jidî:si:yáɂa|ù:dî:si:yv̌:ɂi|à:dǐ:si:yâ:sgó:ɂi|hidì:sǐ:ya|u:dì:sǐ:yâ:sdi|ᎠᏗᏏᏯᎠ||ᏥᏗᏏᏯᎠ|ᎤᏗᏏᏴᎢ|ᎠᏗᏏᏯᏍᎪᎢ|ᎯᏗᏏᏯ|ᎤᏗᏏᏯᏍᏗ|he's leaving a long object behind|72265|ced
à:di:tásga||gadì:tásga|ù:di:tahv̌:ɂi|à:di:tasgó:ɂi|hadǐ:ta|u:di:tasdi|ᎠᏗᏔᏍᎦ||ᎦᏗᏔᏍᎦ|ᎤᏗᏔᎲᎢ|ᎠᏗᏔᏍᎪᎢ|ᎭᏗᏔ|ᎤᏗᏔᏍᏗ|he's drinking it|72267|ced
a:díta:sga||ga:di:ta:sga|u:díta:hv̌:ɂi|a:díta:sgó:ɂi|ha:díta|u:díta:sdi|ᎠᏗᏔᏍᎦ||ᎦᏗᏔᏍᎦ|ᎤᏗᏔᎲᎢ|ᎠᏗᏔᏍᎪᎢ|ᎭᏗᏔ|ᎤᏗᏔᏍᏗ|He is drinking|100130|rrd
adǐ:tasdi|dì:dǐ:tasdi||||||ᎠᏗᏔᏍᏗ|ᏗᏗᏔᏍᏗ||||||something to drink|72266|ced
ā1dī2dī.3ha||gā.2dī2dī3?a|u:di:dvɂv̌:ɂi|a:di:di:sgó:ɂi|hā2dī23da|ū2dī2tdi|ᎠᏗᏗᎠ||ᎦᏗᏗᎠ|ᎤᏗᏛᎥᎢ|ᎠᏗᏗᏍᎪᎢ|ᎭᏗᏓ|ᎤᏗᏘᏗ|He is arising from lying down; he is getting up (from bed)|100131|rrd
à:di:díha||gadi:dí:ɂa|ù:di:dv:hv̌:ɂi|à:di:dǐ:sgóɂi|hadǐ:da|u:di:tdi|ᎠᏗᏗᎭ||ᎦᏗᏗᎠ|ᎤᏗᏛᎲᎢ|ᎠᏗᏗᏍᎪᎢ|ᎭᏗᏓ|ᎤᏗᏘᏗ|he's rising from a prone position|72257|ced
adi:tóhdi|di:di:tóhdi||||||ᎠᏗᏙᏗ|ᏗᏗᏙᏗ||||||spoon|72268|ced
adito:hdi|||||||ᎠᏗᏙᏗ|||||||Spoon|100132|rrd
a:di:whsga||ga:di:whsga|u:di:whsv̌:ɂi|a:di:whsgó:ɂi|wa:di:whi|u:di:whsdi|ᎠᏗᏫᏍᎦ||ᎦᏗᏫᏍᎦ|ᎤᏗᏫᏒᎢ|ᎠᏗᏫᏍᎪᎢ|ᏩᏗᏫ|ᎤᏗᏫᏍᏗ|It is healing up.; It is getting well|100133|rrd
à:tíhni||ji:yà:tíhni|ù:tihnv́:sv̌:ɂi|à:tihné:gó:ɂi|hi:yà:tihnù:ga|u:tihnv̀:sdi|ᎠᏘᏂ||ᏥᏯᏘᏂ|ᎤᏘᏅᏒᎢ|ᎠᏘᏁᎪᎢ|ᎯᏯᏘᏄᎦ|ᎤᏘᏅᏍᏗ|he's leading him|72671|ced
a:hti:hni||tsi:ɂti:hni|u:hti:hnesv̌:ɂi|a:hti:hni:só:ɂi|hi:hti:hnu:ɂga|u:hti:hnvsdi|ᎠᏘᏂ||ᏥᏘᏂ|ᎤᏘᏁᏒᎢ|ᎠᏘᏂᏐᎢ|ᎯᏘᏄᎦ|ᎤᏘᏅᏍᏗ|He is taking someone along|100134|rrd
ati:sgi|||||||ᎠᏘᏍᎩ|||||||His right.; Right-handedness|100135|rrd
átihldi|dǐ:tihldi||||||ᎠᏘᏟᏗ|ᏗᏘᏟᏗ||||||shirt, blouse|72670|ced
à:tiyǒ:híha||gaɂdiyǒ:híha|ù:tiyǒ:hlv́:ɂi|à:tiyǒ:híhó:ɂi|hatiyǒ:ga|u:tiyǒ:sdi|ᎠᏘᏲᎯᎭ||ᎦᏗᏲᎯᎭ|ᎤᏘᏲᏢᎢ|ᎠᏘᏲᎯᎰᎢ|ᎭᏘᏲᎦ|ᎤᏘᏲᏍᏗ|he's arguing|72672|ced
a:tiyóhiha||ga:dɂiyóhiha|u:tiyóhlv̌:ɂi|a:tiyóhihó:ɂi|ha:tiyóha:ga|u:tiyǒ:hsdi|ᎠᏘᏲᎯᎭ||ᎦᏗᏲᎯᎭ|ᎤᏘᏲᎸᎢ|ᎠᏘᏲᎯᎰᎢ|ᎭᏘᏲᎭᎦ|ᎤᏘᏲᏍᏗ|He is arguing|100136|rrd
atiyǒ:sdi|di:tiyǒ:sdi||||||ᎠᏘᏲᏍᏗ|ᏗᏘᏲᏍᏗ||||||argument|72673|ced
a:hdoɂo:lvsdo:hdi|||||||ᎠᏙᎣᎸᏍᏙᏗ|||||||Saucer|100137|rrd
a:do:ɂv:hndiha||tsi:ya:do:ɂvɂndihā, ga:do:ɂvɂndiha|u:do:ɂv:hndanv̌:ɂi|a:do:ɂv:hntsgó:ɂi|hi:ya:do:ɂv:hndā, ha:do:ɂv:hnda|u:do:ɂv:hndo:hdi|ᎠᏙᎥᏅᏗᎭ||ᏥᏯᏙᎥᏅᏗᎭ, ᎦᏙᎥᏅᏗᎭ|ᎤᏙᎥᏅᏓᏅᎢ|ᎠᏙᎥᏅᏓᏍᎪᎢ|ᎯᏯᏙᎥᏅᏓ, ᎭᏙᎥᏅᏓ|ᎤᏙᎥᏅᏙᏗ|He is dropping it (something alive).; He is dropping it (something flexible)|100138|rrd
à:tohgǐ:yáɂa||gà:tohgǐ:yáɂa|ù:tohgí:yv̌:ɂi|à:tohgǐ:yâ:sgó:ɂi|hatohgǐ:ya|u:tohgǐ:yâ:sdi|ᎠᏙᎩᏯᎠ||ᎦᏙᎩᏯᎠ|ᎤᏙᎩᏴᎢ|ᎠᏙᎩᏯᏍᎪᎢ|ᎭᏙᎩᏯ|ᎤᏙᎩᏯᏍᏗ|1. he's racing 2. he's running for office|72675|ced
àtohgí:yà:sgi|di:natohgí:yà:sgi||||||ᎠᏙᎩᏯᏍᎩ|ᏗᎾᏙᎩᏯᏍᎩ||||||1. candidate 2. racer|72676|ced
ato:híɂa||ga:to:híɂa|u:to:hísv̌:ɂi|ato:hísgó:ɂi|hato:hi|u:to:hísdi|ᎠᏙᎯᎠ||ᎦᏙᎯᎠ|ᎤᏙᎯᏒᎢ|ᎠᏙᎯᏍᎪᎢ|ᎭᏙᎯ|ᎤᏙᎯᏍᏗ|He is yelling.; He is shouting.; He is hollering|100139|rrd
ado:lanv́:sdi|di:do:lanv́:sdi||||||ᎠᏙᎳᏅᏍᏗ|ᏗᏙᎳᏅᏍᏗ||||||walking cane|72287|ced
ado:lanvsdi|||||||ᎠᏙᎳᏅᏍᏗ|||||||Walking stick.; Walking cane|100140|rrd
a:do:hlekwiɂa||ga:doɂlekwiɂa|u:do:hlekwv̌:ɂi|a:do:hlekwasgó:ɂi|ha:do:hlekwa|u:do:hlekwasdi|ᎠᏙᎴᏈᎠ||ᎦᏙᎴᏈᎠ|ᎤᏙᎴᏋᎢ|ᎠᏙᎴᏆᏍᎪᎢ|ᎭᏙᎴᏆ|ᎤᏙᎴᏆᏍᏗ|He is learning|100141|rrd
à:tolsga||ji:yà:tolsga, gà:tolsga|ù:tolsv̌:ɂi|à:tolsgó:ɂi|hi:yà:tǒ:la, hatǒ:la|u:to:hlísdi|ᎠᏙᎵᏍᎦ||ᏥᏯᏙᎵᏍᎦ, ᎦᏙᎵᏍᎦ|ᎤᏙᎵᏒᎢ|ᎠᏙᎵᏍᎪᎢ|ᎯᏯᏙᎳ, ᎭᏙᎳ|ᎤᏙᏟᏍᏗ|he's borrowing him, it|72679|ced
ato:hlsga||ga:to:hlsga|u:to:hlsv̌:ɂi|ato:hlsgó:ɂi|hato:li|u:to:hlsdi|ᎠᏙᎵᏍᎦ||ᎦᏙᎵᏍᎦ|ᎤᏙᎵᏒᎢ|ᎠᏙᎵᏍᎪᎢ|ᎭᏙᎵ|ᎤᏙᎵᏍᏗ|He is borrowing it|100142|rrd
à:tolsdíha||ji:yà:tolsdíha|ù:tolstánv́:ɂi|à:tolsdǐ:sgó:ɂi|hi:yà:tolsda|u:tolsdóhdi|ᎠᏙᎵᏍᏗᎭ||ᏥᏯᏙᎵᏍᏗᎭ|ᎤᏙᎵᏍᏔᏅᎢ|ᎠᏙᎵᏍᏗᏍᎪᎢ|ᎯᏯᏙᎵᏍᏓ|ᎤᏙᎵᏍᏙᏗ|he's loaning it to him|72678|ced
atǒ:lida|di:tǒ:lida||||||ᎠᏙᎵᏓ|ᏗᏙᎵᏓ||||||borrowed|72677|ced
a:dǒ:ni̋:sgi|di:na:dǒ:ni̋:sgi||||||ᎠᏙᏂᏍᎩ|ᏗᎾᏙᏂᏍᎩ||||||sorcerer|72288|ced
ahto:sádiɂa||ga:ɂto:sádiɂa|u:hto:sádɂv̌:ɂi|ahto:sádi:sgó:ɂi|hahto:sáda|u:hto:sádi:sdi|ᎠᏙᏌᏗᎠ||ᎦᏙᏌᏗᎠ|ᎤᏙᏌᏛᎢ|ᎠᏙᏌᏗᏍᎪᎢ|ᎭᏙᏌᏓ|ᎤᏙᏌᏗᏍᏗ|He is hanging it (something long) up|100143|rrd
ato:si:siha||ga:to:si:siha|u:to:si:v̌:ɂi|ato:si:sisgó:ɂi|hato:sia|u:to:si:sdi|ᎠᏙᏏᏏᎭ||ᎦᏙᏏᏏᎭ|ᎤᏙᏏᎥᎢ|ᎠᏙᏏᏏᏍᎪᎢ|ᎭᏙᏏᎠ|ᎤᏙᏏᏍᏗ|He is taking it (something long) down|100144|rrd
a:dó:sv:ɂv:sga||ga:dó:sv:ɂvɂsga|u:dó:sv:ɂnv̌:ɂi|a:dó:sv:ɂv:sgó:ɂi|ha:dó:sv:ɂv:ga|u:dó:sv:ɂdi|ᎠᏙᏒᎥᏍᎦ||ᎦᏙᏒᎥᏍᎦ|ᎤᏙᏒᏅᎢ|ᎠᏙᏒᎥᏍᎪᎢ|ᎭᏙᏒᎥᎦ|ᎤᏙᏒᏗ|He is covering it|100145|rrd
a:dó:tsdiha||tsi:ya:dó:dɂsdiha|u:dó:tstanv̌:ɂi|a:dó:tsdisgó:ɂi|hi:ya:dó:dɂsda|u:dó:tso:hdi|ᎠᏙᏥᏗᎭ||ᏥᏯᏙᏥᏍᏗᎭ|ᎤᏙᏥᏔᏅᎢ|ᎠᏙᏥᏗᏍᎪᎢ|ᎯᏯᏙᏥᏍᏓ|ᎤᏙᏦᏗ|He is ridiculing him.; He is making fun of him|100146|rrd
adowe:la:giɂa|||u:dowe:la:gi:v̌:ɂi|adowe:la:gisgó:ɂi|wadowe:la:ga|u:dowe:la:gisdi|ᎠᏙᏪᎳᎩᎠ|||ᎤᏙᏪᎳᎩᎥᎢ|ᎠᏙᏪᎳᎩᏍᎪᎢ|ᏩᏙᏪᎳᎦ|ᎤᏙᏪᎳᎩᏍᏗ|It is burning|100147|rrd
à:tǒ:yâwsga|||ù:tǒ:yâwsv̌:ɂi|à:tǒ:yâwsgó:ɂi||u:tǒ:yâwsdi|ᎠᏙᏯᏩᏍᎦ|||ᎤᏙᏯᏩᏒᎢ|ᎠᏙᏯᏩᏍᎪᎢ||ᎤᏙᏯᏩᏍᏗ|it's flashing (reflected light)|72680|ced
à:túɂisdíha||jì:túɂisdǐha|ù:túɂistánv́:ɂi|à:túɂisdǐ:sgóɂi|hituɂisda|u:tuɂisdóhdi|ᎠᏚᎢᏍᏗᎭ||ᏥᏚᎢᏍᏗᎭ|ᎤᏚᎢᏍᏔᏅᎢ|ᎠᏚᎢᏍᏗᏍᎪᎢ|ᎯᏚᎢᏍᏓ|ᎤᏚᎢᏍᏙᏗ|he's promising|72688|ced
àtǔ:gía||gaɂdǔ:gíɂa|ù:tǔ:gî:sv̌:ɂi|à:tǔ:gî:sgó:ɂi|hatǔ:gi|u:tǔ:gî:sdi|ᎠᏚᎩᎠ||ᎦᏚᎩᎠ|ᎤᏚᎩᏒᎢ|ᎠᏚᎩᏍᎪᎢ|ᎭᏚᎩ|ᎤᏚᎩᏍᏗ|he's taking a drink (alcoholic beverage)|72686|ced
atǔ:gi̋:sdi|||||||ᎠᏚᎩᏍᏗ|||||||alcoholic beverage|72687|ced
a:duhinido:ha||ga:duɂinido:ha|u:duhinidoɂlv̌:ɂi|a:duhinido:hó:ɂi|ha:duhinida|u:duhinidasdi|ᎠᏚᎯᏂᏙᎭ||ᎦᏚᎢᏂᏙᎭ|ᎤᏚᎯᏂᏙᎸᎢ|ᎠᏚᎯᏂᏙᎰᎢ|ᎭᏚᎯᏂᏓ|ᎤᏚᎯᏂᏓᏍᏗ|He is wading|100148|rrd
aduhisdiha||tsi:yaduɂisdiha|u:duhistanv̌:ɂi|aduhisdisgó:ɂi|hi:yaduɂisda|u:duhisdo:hdi|ᎠᏚᎯᏍᏗᎭ||ᏥᏯᏚᎢᏍᏗᎭ|ᎤᏚᎯᏍᏔᏅᎢ|ᎠᏚᎯᏍᏗᏍᎪᎢ|ᎯᏯᏚᎢᏍᏓ|ᎤᏚᎯᏍᏙᏗ|He is blaming him; accusing him|100149|rrd
adu:dale̋:sdi|||||||ᎠᏚᏓᎴᏍᏗ|||||||freedom|72289|ced
à:tv:gí:ɂa||ji:yà:tv:gí:ɂa, gà:tv:gí:ɂa|ù:tv:gâ:nv̌:ɂi|à:tv:gí:sgó:ɂi|hi:yà:tv:gv̀:ga, hatv:gv̀:ga|u:tv̌:gô:di|ᎠᏛᎩᎠ||ᏥᏯᏛᎩᎠ, ᎦᏛᎩᎠ|ᎤᏛᎦᏅᎢ|ᎠᏛᎩᏍᎪᎢ|ᎯᏯᏛᎬᎦ, ᎭᏛᎬᎦ|ᎤᏛᎪᏗ|he hears him, it|72691|ced
ahtv:giɂa||ga:ɂtv:giɂa|u:htv:gaɂnv̌:ɂi|ahtv:gisgó:ɂi|hahtv:ga:ga|u:htv:go:di|ᎠᏛᎩᎠ||ᎦᏛᎩᎠ|ᎤᏛᎦᏅᎢ|ᎠᏛᎩᏍᎪᎢ|ᎭᏛᎦᎦ|ᎤᏛᎪᏗ|He is hearing it|100150|rrd
à:tvhisdíha||ji:yaɂdvhisdíha, gaɂdvhisdíha|ù:tvhistanv́:ɂi|à:tvhisdǐ:sgóɂi|hi:yaɂdvhisda, hatvhisda|u:tvhisdóhdi|ᎠᏛᎯᏍᏗᎭ||ᏥᏯᏛᎯᏍᏗᎭ, ᎦᏛᎯᏍᏗᎭ|ᎤᏛᎯᏍᏔᏅᎢ|ᎠᏛᎯᏍᏗᏍᎪᎢ|ᎯᏯᏛᎯᏍᏓ, ᎭᏛᎯᏍᏓ|ᎤᏛᎯᏍᏙᏗ|1. he's raising him, it., 2. he's growing it., (plant)|72692|ced
a:tv:hísdiha||ga:dɂv:hísdiha|u:tv:hísdanv̌:ɂi|a:tv:hísdisgó:ɂi|ha:tv:hísda|u:tv:hísdo:hdi|ᎠᏛᎯᏍᏗᎭ||ᎦᏛᎯᏍᏗᎭ|ᎤᏛᎯᏍᏓᏅᎢ|ᎠᏛᎯᏍᏗᏍᎪᎢ|ᎭᏛᎯᏍᏓ|ᎤᏛᎯᏍᏙᏗ|He is rearing up.; He is raising|100151|rrd
a:dv:la:gɂa||ga:dv:la:gɂa|u:dv:la:ksv̌:ɂi|a:dv:la:ksgó:ɂi|ha:dv:la:ga|u:dv:la:ksdi|ᎠᏛᎳᎦ||ᎦᏛᎳᎦ|ᎤᏛᎳᎦᏒᎢ|ᎠᏛᎳᎦᏍᎪᎢ|ᎭᏛᎳᎦ|ᎤᏛᎳᎦᏍᏗ|He is breaking his bone.; He is spraining his ankle|100152|rrd
a:dv:li:ha||ga:dv:liɂa|u:dv:lvɂv̌:ɂi|a:dv:li:sgó:ɂi|ha:dv:li|u:dv:hldi|ᎠᏛᎵᎭ||ᎦᏛᎵᎠ|ᎤᏛᎸᎥᎢ|ᎠᏛᎵᏍᎪᎢ|ᎭᏛᎵ|ᎤᏛᎵᏗ|He is breathing|100153|rrd
à:dv́:neha||gadv:neha|ù:dv́:ne:lv̌:ɂi|à:dv́:ne:hó:ɂi|hadv̀:ga|u:dv̀nhdi|ᎠᏛᏁᎭ||ᎦᏛᏁᎭ|ᎤᏛᏁᎸᎢ|ᎠᏛᏁᎰᎢ|ᎭᏛᎦ|ᎤᏛᏁᏗ|he's doing it|72291|ced
à:dv́:ne:líha||gadv́:ne:líha|ù:dv́:ne:lv:hnv̌:ɂi|à:dv́:ne:lǐ:sgóɂi|hadv̀:ně:la|u:dv̀:něhldi|ᎠᏛᏁᎵᎭ||ᎦᏛᏁᎵᎭ|ᎤᏛᏁᎸᏅᎢ|ᎠᏛᏁᎵᏍᎪᎢ|ᎭᏛᏁᎳ|ᎤᏛᏁᏟᏗ|he's acting silly|72292|ced
a:dv:neli:ha||ga:dv:neliɂa|u:dv:nelasv̌:ɂi|a:dv:neli:sgó:ɂi|ha:dv:nela:ga|u:dv:nela:di|ᎠᏛᏁᎵᎭ||ᎦᏛᏁᎵᎠ|ᎤᏛᏁᎳᏒᎢ|ᎠᏛᏁᎵᏍᎪᎢ|ᎭᏛᏁᎳᎦ|ᎤᏛᏁᎳᏗ|He is acting up|100154|rrd
a:dv:ne:li:ha||ga:dv:ne:liɂa|u:dv:ne:lvɂnv̌:ɂi|a:dv:ne:li:sgó:ɂi|ha:dv:ne:la|u:dv:ne:hldi|ᎠᏛᏁᎵᎭ||ᎦᏛᏁᎵᎠ|ᎤᏛᏁᎸᏅᎢ|ᎠᏛᏁᎵᏍᎪᎢ|ᎭᏛᏁᎳ|ᎤᏛᏁᎵᏗ|He is acting|100155|rrd
adv̀:ně:li̋:sgi|anadv̀:né̋:li̋:sgi||||||ᎠᏛᏁᎵᏍᎩ|ᎠᎾᏛᏁᎵᏍᎩ||||||actor|72293|ced
adv:ne:lisgi|||||||ᎠᏛᏁᎵᏍᎩ|||||||Actor|100156|rrd
a:dv:hni:diɂa||ga:dvɂni:diɂa|u:dv:hni:dv̌:ɂi|a:dv:hni:disgó:ɂi|ha:dv:hni:da|u:dv:hni:disdi|ᎠᏛᏂᏗᎠ||ᎦᏛᏂᏗᎠ|ᎤᏛᏂᏛᎢ|ᎠᏛᏂᏗᏍᎪᎢ|ᎭᏛᏂᏓ|ᎤᏛᏂᏗᏍᏗ|He is coming back to life|100157|rrd
à:dv:nv́:ɂisdíha||gadv:nv́:ɂisdíha|ù:dv:nv́:ɂistánv́:ɂi|à:dv:nv́:ɂisdǐ:sgoɂi|hadv:nv:ɂisda|u:dv:nvɂisdóhdi|ᎠᏛᏅᎢᏍᏗᎭ||ᎦᏛᏅᎢᏍᏗᎭ|ᎤᏛᏅᎢᏍᏔᏅᎢ|ᎠᏛᏅᎢᏍᏗᏍᎪᎢ|ᎭᏛᏅᎢᏍᏓ|ᎤᏛᏅᎢᏍᏙᏗ|1. he's preparing it.  2. he's getting ready|72294|ced
a:dv:nv:ɂi:sdiha||ga:dv:nv:ɂiɂsdiha|u:dv:nv:ɂi:sdanv̌:ɂi|a:dv:nv:ɂi:sdisgó:ɂi|ha:dv:nv:ɂi:sda|u:dv:nv:ɂi:sdo:hdi|ᎠᏛᏅᎢᏍᏗᎭ||ᎦᏛᏅᎢᏍᏗᎭ|ᎤᏛᏅᎢᏍᏓᏅᎢ|ᎠᏛᏅᎢᏍᏗᏍᎪᎢ|ᎭᏛᏅᎢᏍᏓ|ᎤᏛᏅᎢᏍᏙᏗ|He is getting ready|100158|rrd
à:tvsga||gaɂdvsga|ù:tvsv̌:ɂi|à:tvsgó:ɂi|hatvhi|u:tvhisdi|ᎠᏛᏍᎦ||ᎦᏛᏍᎦ|ᎤᏛᏒᎢ|ᎠᏛᏍᎪᎢ|ᎭᏛᎯ|ᎤᏛᎯᏍᏗ|he, it's growing|72693|ced
a:tv:sga||ga:dɂv:sga|u:tv:sv̌:ɂi|a:tv:sgó:ɂi|ha:tv:hi|u:tv:hisdi|ᎠᏛᏍᎦ||ᎦᏛᏍᎦ|ᎤᏛᏒᎢ|ᎠᏛᏍᎪᎢ|ᎭᏛᎯ|ᎤᏛᎯᏍᏗ|He is growing|100159|rrd
