,SYLLABARY,PRONUNCIATION,POS,DEFINITIONS,HFRANCIS LIST VERIFIED,TLW Notes
,,,,,,
ENTRY,ᎠᎪᎲᏍᏗᎭ,agohṿsdịha,vt,He is burning it.,,
,ᎦᎪᎥᏍᏗᎭ,gagọʔṿsdịha,,,,
,ᎤᎪᎲᏍᏓᏅᎢ,ugohṿsdạʔnv²³ʔi,,,,
,ᎠᎪᎲᏍᏗᏍᎪᎢ,agohṿsdịsgo³ʔi,,,,
,ᎭᎪᎲᏍᏓ,hagohṿsda,,,,
,ᎤᎪᎲᏍᏚᏗ,ugohṿsduhdi,,,,
,,,,,,
ENTRY,ᎠᎪᎵᏰᎠ,ạgoli³yẹʔa,vt,"He is reading it.;
He is studying.;
He is examining it.",x,
,ᏥᎪᎵᏰᎠ,tsịgoli³yẹʔa,,,,
,ᎤᎪᎵᏰᎥᎢ,ugoli³yẹʔv²³ʔi,,,,
,ᎠᎪᎵᏰᏍᎪᎢ,ạgoli³yẹsgo³ʔi,,,,
,ᎯᎪᎵᏯ,hịgoli³ya,,,,
,ᎤᎪᎵᏰᏗ,ugoli³yedi,,,,
note,"… <u>ᎤᎪᎵᏰᎥᏃ</u> ᎿᏉ ᏚᏠᏱᎸ ᎠᎴ ᎤᏪᎾᏮᎩ;
… <u>and as he read</u>, he wept and trembled;
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᎪᎸᎠ,agoʔlvʔa,vi,He is going then turning and coming back.,x,
,ᎦᎪᎸᎠ,gagoʔlvʔa,,,"Francis has ᎥᎢ, not ᏒᎢ, for PAST",
,ᎤᎪᎸᏒᎢ,ugoʔlvsv²³ʔi,,,,
,ᎠᎪᎸᏍᎪᎢ,agoʔlvsgo³ʔi,,,,
,ᎭᎪᎸᎾ,hagoʔlvna,,,,
,ᎤᎪᎸᏍᏗ,ugoʔlvsdi,,,,
note,"ᎦᏳᎳᏰᏃ ᎢᎦᏛ <u>ᎤᎾᎪᎸᏒ</u> ᏎᏓᏂ ᎤᎾᏍᏓᏩᏕᏅ.
for already certain <u>did turn aside</u> after the Adversary.
[ᎢᎬᏱᏱ ᏗᎹᏗ 5:14]",,,,,
,,,,,,
ENTRY,ᎠᎪᎸᎠ,ạgọ³hlṿʔa,vt,He is turning it around.,x,
,ᏥᎪᎸᎠ,tsịgọʔlṿʔa,,,Francis shows ᎥᎢ not ᏒᎢ for PAST,King is clear that RP has -s- and it also matches in CED. 
,ᎤᎪᎸᏒᎢ,ugọ³hlṿsv²³ʔi,,,,
,ᎠᎪᎸᏍᎪᎢ,ạgọ³hlṿsgo³ʔi,,,,
,ᎯᎪᎸᎾ,hịgọ³hlṿna,,,,
,ᎤᎪᎸᏍᏗ,ugọ³hlṿsdi,,,,
,,,,,,
ENTRY,ᎠᎪᎾ,ạgona,n,Starvation.,,
note,"ᎾᏍᎩᏃ ᎢᏳ ᎩᎶ <u>ᎠᎪᎾ</u> ᎤᏲᏏᏍᎨᏍᏗ, ᏧᏪᏅᏒ ᎠᎵᏍᏓᏴᎲᏍᎨᏍᏗ; …
and if any one is <u>hungry</u>, at home let him eat, …
[ᎢᎬᏱᏱ ᎨᎪᏪᎳᏁᎸᎯ 11:34]",,,,,
,,,,,,
ENTRY,ᎠᎪᏍᎩᏍᏗᎭ,akọsgisdịha,vt,He is elbowing it.,,
,ᏥᏯᎪᏍᎩᏍᏗᎭ,tsiyakọsgisdịha,,,,
,ᎤᎪᏍᎩᏍᏓᏅᎢ,ukọsgisdạʔnv²³ʔi,,,,
,ᎠᎪᏍᎩᏍᏗᏍᎪᎢ,akọsgisdịsgo³ʔi,,,,
,ᎯᏯᎪᏍᎩᏍᏓ,hịyakọsgisda,,,,
,ᎤᎪᏍᎩᏗ,ukọskdi,,,,
,,,,,,
ENTRY,ᎠᎪᏍᏓᎩᏍᏗ,ạgosdạkịsdi,n,"Lettuce.;
biol. <em>Lactuca sativa.</em>",,
,,,,,,
ENTRY,ᎠᎪᏍᏗ,ạgosdi,adj,"Raw.;
Unripe.",,
,,,,,,
ENTRY,ᎠᎪᏍᏚᎩᏍᏗ,ạgosdụgisdi,n,"Branch lettuce.;
biol. <em>Saxifraga micranthidifolia.</em>",,
,,,,,,
ENTRY,ᎠᎪᏕᎯ,ạgọdẹhi,n,"Marsh hawk.;
Hen Harrier.;
biol. <em>Circus hudsonius.</em>",,
,,,,,,
ENTRY,ᎠᎪᏛᎥᏍᎦ,ạkọdvʔvsga,vt,"He is sprinkling it (a powder or fine granular substance).;
He is sifting flour.",x,
,ᏥᎪᏛᎥᏍᎦ,tsịkọdvʔṿʔsga,,,,
,ᎤᎪᏚᏅᎢ,ukọdunv²³ʔi,,,,
,ᎠᎪᏛᎥᏍᎪᎢ,ạkọdvʔvsgo³ʔi,,,,
,ᎯᎪᏛᎥᎦ,hịkọdvʔvga,,,,
,ᎤᎪᏛᏗ,ukọdvhdi,,,,
,,,,,,
ENTRY,ᎠᎪᏩᏘᎭ,ạgọ³whtịha,vt,He is seeing it.,,
,ᏥᎪᏩᏘᎭ,tsịgọwhtịha,,,,
,ᎤᎪᏩᏛᎲᎢ,ugọ³hv²³ʔi,,,,Not sure DK was right about the CompPast. Myrtle uses ᎤᎪᎲ and ᎠᎩᎪᎲ throughout 13 Moons.
,ᎠᎪᏩᏘᏍᎪᎢ,ạgọ³whtịsgo³ʔi,,,,
,ᎯᎪᏩᏔ,hịgọ³whta,,,,
,ᎤᎪᏩᏛᏗ,ugọ³whtvhdi,,,,
note,"ᎥᎥ, ᎣᏏ <u>ᏥᎪᏩᏘᎭ</u>.
Yes, <u>I see it</u> well.
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᎪᏮ,agọwv,n,Sand piper.,,
,,,,,,
ENTRY,ᎠᎫᎩᎠ,ạkugịʔa,vt,He is dipping a liquid.; He is removing liquid from a container,x,
,ᏥᎫᎩᎠ,tsịʔgugịʔa,,,,
,ᎤᎫᎩᏒᎢ,ukugịsv²³ʔi,,,,
,ᎠᎫᎩᏍᎪᎢ,ạkugịsgo³ʔi,,,,
,ᎯᎫᎩ,hịkugi,,,,
,ᎤᎫᎩᏍᏗ,ukugịsdi,,,,
,,,,,,
ENTRY,ᎠᎫᎩᎠ,ạgugiʔa,vt,He is taking liquid from liquid.,x,King didn't indicate an /h/ in his entry. 
,ᏥᎫᎩᎠ,tsịgugiʔa,,,,
,ᎤᎫᎩᏒᎢ,ugugisv²³ʔi,,,,
,ᎠᎫᎩᏍᎪᎢ,ạgugisgo³ʔi,,,,
,ᎯᎫᎩ,hịgugi,,,,
,ᎤᎫᎩᏍᏗ,ugugisdi,,,,
,,,,,,
ENTRY,ᎠᎬᎠ,ạkv³ʔa,vt,"He is moving it (something alive).;
He is moving it (something solid).",x,
,ᏥᎬᎠ,tsikv³ʔa,,,,
,ᎤᎬᎥᎢ,ukv³ʔv²³ʔi,,,,
,ᎠᎬᏍᎪᎢ,ạkv³sgo³ʔi,,,,
,ᎯᎬᎾ,hikv³na,,,,
,ᎤᎬᏍᏗ,ukv³sdi,,,,
,,,,,,
ENTRY,ᎠᎬᎦ,ạgvga,vi,He is drowning.,,
,ᏥᎬᎦ,tsịgvga,,,,
,ᎤᎬᏨᎢ,ugvʔtsv²³ʔi,,,,
,ᎠᎬᎪᎢ,ạgvgo³ʔi,,,,
,ᎯᎬᎩ,hịgvʔgi,,,,
,ᎤᎬᎢᏍᏗ,ugvʔisdi,,,,
note,"… ᎠᏥᎸᏱ ᎬᏛᎪᎢ ᎠᎴ <u>ᎠᎹᏱ ᎠᎬᎪᎢ</u>.
… for often he doth fall into the fire, and <u>often into the water</u>,
[ᎹᏚ 17:15]",,,,,
,,,,,,
ENTRY,ᎠᎬᎭᎴᏫᏓ,ạgṿhạlewịda,n,Quilt top.,,
,,,,,,
ENTRY,ᎠᎬᎭᎵᎭ,ạgṿ³hạlịha,vt,He is cutting it (something solid) off.,,
,ᏥᎬᎠᎵᎭ,tsịgṿʔạlịha,,,,
,ᎤᎬᎭᎸᎲᎢ,ugṿ³hạlṿhv²³ʔi,,,,
,ᎠᎬᎭᎵᏍᎪᎢ,ạgṿ³hạlịsgo³ʔi,,,,
,ᎯᎬᎭᎳ,hịgṿ³hạla,,,,
,ᎤᎬᎭᎳᏗ,ugṿ³hahldi,,,,
,,,,,,
ENTRY,ᎠᎬᎯᏓ,ạkṿhịda,n,"Sheet.;
Linen.",,
,,,,,,
ENTRY,ᎠᎬᏃᎨᏂ,ạkṿnogeni,n,His wing.,,
,,,,,,
,ᏗᎬᏃᎨᏂ,dịkṿnogeni,,,,
,,,,,,
,,,,,,
ENTRY,ᎠᎬᏍᏉᎠ,agvsgwoʔa,vi,He is washing his face.,x,
,ᎦᎬᏍᏉᎠ,gagṿʔsgwoʔa,,,,
,ᎤᎬᏍᏉᎥᎢ,ugvsgwoʔv²³ʔi,,,,
,ᎠᎬᏍᏉᏍᎪᎢ,agvsgwosgo³ʔi,,,,
,ᎭᎬᏍᏉᏣ,hagvsgwotsa,,,,
,ᎤᎬᏍᏉᏍᏗ,ugvsgwosdi,,,,
note,"ᏂᎯᏍᎩᏂ ᎠᎹᏟ ᎲᏍᎨᏍᏗ, ᎭᏠᏁᏍᎨᏍᏗ, ᎠᎴ <u>ᎭᎬᏍᏉᏍᎨᏍᏗ</u>,
‘But thou, fasting, anoint thy head, and <u>wash thy face</u>,
[ᎹᏚ 6:17]",,,,,
,,,,,,
ENTRY,ᎠᎬᏗᎨᏂ,ạgvdịgeni,n,His forehead.,,
,ᏥᎬᏗᎨᏂ,tsịgvdịgeni,,,,
,,,,,,
ENTRY,ᎠᎬᏚᎶ,ạgvdụʔlo,n,Mask.,,
,,,,,,
ENTRY,ᎠᎬᏩᎶᏗ,ạgvhwạldi,vi,It is worth.,,
,ᎠᎩᎬᏩᎶᏗ,a¹gịgvwạʔldi,,,,
,ᎤᎬᏩᎶᏕᏍᏛᎢ,ugvhwạldesdv²³ʔi,,,,
,ᎠᎬᏩᎶᏙᎢ,ạgvhwạldo³ʔi,,,,
,ᎯᎬᏩᎶᏓ,hịgvhwạlda,,,,
,ᎤᎬᏩᎶᏙᏗ,ugvhwạldohdi,,,,
,,,,,,
ENTRY,ᎠᎬᏯᏍᎦ,ạgṿʔyhsga,vt,He is drowning him.,,
,ᏥᎬᏯᏍᎦ,tsigṿʔyʔsga,,,,
,ᎤᎬᏯᎲᎢ,ugṿʔyhv²³ʔi,,,,
,ᎠᎬᏯᏍᎪᎢ,ạgṿʔyhsgo³ʔi,,,,
,ᎯᎬᏯ,higṿʔya,,,,
,ᎤᎬᏯᏍᏗ,ugṿʔyhsdi,,,,
,,,,,,
ENTRY,ᎠᎬᏱ,ạgvyi,adj,"First.;
Initially.",,
note,"<u>ᎠᎬᏱ</u> ᎤᎦᏔ ᎤᏂᏫᏎ.
<u>First</u> they plant seed.
[ᏣᎳᎩ ᏔᎵᏁ ᏗᏂᏂᏙᎯ ᏗᏕᏲᏙᏗ]",,,,,
,,,,,,
ENTRY,ᎠᎬᏱᏗᏣ,ạgvyịditsa,pt,"Before.;
In the way.",,
,,,,,,
ENTRY,ᎠᎬᏴᎵᎨᎢ,ạhgṿyvlịgẹʔi,adj,Old (something alive).,,
,,,,,,
ENTRY,ᎠᎭᎨᏨᎯ,ạhạketsṿhi,n,A peeling.,,
,,,,,,
ENTRY,ᎠᎭᏔᏍᎦ,ahạtasga,vt,"He is hammering it in.;
He is driving it in.",x,
,ᏥᎠᏔᏍᎦ,tsịhạtasga,,,Francis INF: ᎤᎭᏘᏗ,
,ᎤᎭᏔᏅᎢ,uhạtạnv²³ʔi,,,,
,ᎠᎭᏔᏍᎪᎢ,ahạtasgo³ʔi,,,,
,ᎯᎭᏔᎦ,hịhạtaga,,,,
,ᎤᎭᏘ,uhạti,,,,
,,,,,,
ENTRY,ᎠᎭᏫᏯ,ạhạwiya,n,Venison.,,
,,,,,,
ENTRY,ᎠᎯᎭ,ahịha,vt,He is killing him.,,
,ᏥᎢᎭ,tsiʔịha,,,,
,ᎤᎸᎢ,uhʔlv²³ʔi,,,,
,ᎠᎯᎰᎢ,ahịho³ʔi,,,,
,ᎯᎷᎦ,hiluga,,,,
,ᎤᎯᏍᏗ,uhịsdi,,,,
note,"ᎠᏥᏁᏤᎴᏃ ᎯᎠ ᏅᏗᎠᏥᏪᏎᎴᎢ; ᏈᏓ, ᏔᎴᎲᎦ, <u>ᎯᎷᎦ</u> ᎠᎴ ᎭᎵᏍᏓᏴᎲᎦ, ᎠᎪᏎᎴᎢ.
and there came a voice unto him: ‘Having risen, Peter, <u>slay</u> and eat.’
[ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 10:13]",,,,,
,,,,,,
ENTRY,ᎠᎯᎵᏲᎦ,ahihlịyoga,vi,"He is in agony, suffering.",,
,ᏥᎢᎵᏲᎦ,tsịʔihlịyoga,,,,
,ᎤᎯᎵᏲᏨᎢ,uhihlịyotsv²³ʔi,,,,
,ᎠᎯᎵᏲᎪᎢ,ahihlịyogo³ʔi,,,,
,ᎯᎯᎵᏲᎦ,hịhihlịyoʔga,,,,
,ᎤᎯᎵᏲᎢᏍᏗ,uhihlịyoʔịsdi,,,,
,,,,,,
ENTRY,ᎠᎯᏱᎠ,ahiyịʔa,vt,He is leaving it (something solid) or it (a liquid).,,
,ᏥᎢᏱᎠ,tsịʔiyịʔa,,,,
,ᎤᎯᏱᎥᎢ,uhiyiv²³ʔi,,,,
,ᎠᎯᏱᏍᎪᎢ,ahiyịsgo³ʔi,,,,
,ᎯᎯᏯ,hịhiya,,,,
,ᎤᎯᏱᏍᏗ,uhiyịsdi,,,,
,,,,,,
ENTRY,ᎠᎰᎵ,ạholi,n,His mouth.,,
,ᏥᎰᎵ,tsịholi,,,,
note,"ᎥᏝᏍᎩᏂ ᎾᏍᎩ Ꮎ <u>ᎠᎰᎵ</u> ᏭᏴᎸᎯ ᎦᏓᎭ ᏱᏄᏩᏁᎰ ᏴᏫ, <u>ᎠᎰᎵᏍᎩᏂ</u> ᏅᏓᏳᏄᎪᏨᎯ ᎾᏍᎩ ᎦᏓᎭ ᏄᏩᏁᎰ ᏴᏫ.
not that which is coming into <u>the mouth</u> doth defile the man, but that which is coming forth from <u>the mouth</u>, this defileth the man.’
[ᎹᏚ 15:11]",,,,,
,,,,,,
ENTRY,ᎠᎱᎳᎨᎦ,ahulạgẹga,vi,He is homesick.,,
,ᏥᎤᎳᎨᎦ,tsịʔulạgẹga,,,,
,ᎤᎱᎳᎨᏨᎢ,uhulạgetsv²³ʔi,,,,
,ᎠᎱᎳᎨᎪᎢ,ahulạgẹgo³ʔi,,,,
,ᎯᎱᎳᎨᎢ,hịhulạgẹʔi,,,,
,ᎤᎱᎳᎨᏍᏗ,uhulạgesdi,,,,
,,,,,,
ENTRY,ᎠᎱᎴᏴᏍᎦ,ahụleyvsga,vi,He is burning himself with hot food.,x,
,ᏥᎤᎴᏴᏍᎦ,tsịʔụleyvsga,,,,
,ᎤᎱᎴᏴᏒᎢ,uhụleyvsv²³ʔi,,,,
,ᎠᎱᎴᏴᏍᎪᎢ,ahụleyvsgo³ʔi,,,,
,ᎯᎱᎴᏴᎯ,hịhụleyvhi,,,,
,ᎤᎱᎴᏴᎯᏍᏗ,uhụleyvhịsdi,,,,
,,,,,,
ENTRY,ᎠᎱᎵ,ạhụʔli,n,Drum.,,
note,"… ᎾᏍᎩ ᎣᏍᏛ ᎢᎦᏓᏅᏛ ᎬᏯᏂᎩᏍᏙᏗᏱ, ᏗᎧᏃᎩᏛ ᎬᏗ, ᎠᎴ <u>ᎠᎱᎵ</u> ᎢᏳᏍᏗ ᎬᏗ, ᎠᎴ ᎠᏏᎳᏕᏫᏛ ᏗᎧᏃᎩᏍᏙᏗ ᎬᏗ?
… I send thee away with joy and with songs, with <u>tabret</u> and with harp,
[ᎼᏏ ᎢᎬᏱᏱ 31:27]",,,,,
,,,,,,
ENTRY,ᎠᎱᏗᎠ,ahudịʔa,vt,He is putting it (something long) into a liquid.,,
,ᏥᎤᏗᎠ,tsịʔudịʔa,,,,
,ᎤᎱᏛᎢ,uhudʔv²³ʔi,,,,
,ᎠᎱᏗᏍᎪᎢ,ahudịsgo³ʔi,,,,
,ᎯᎱᏓ,hịhuda,,,,
,ᎤᎱᏗᏍᏗ,uhudịsdi,,,,
,,,,,,
ENTRY,ᎠᎱᏣᏬᎳᏛᎢ,ạhutsạwolạdvʔi,n,Chimney.,,
,,,,,,
ENTRY,ᎠᎱᏱᏏᎭ,ahuyị³sịha,vt,He is taking it (something long) from a liquid.,,
,ᏥᎤᏱᏏᎭ,tsịʔuyị³sịha,,,,
,ᎤᎱᏱᏒᎲᎢ,uhuyị³sṿhv²³ʔi,,,,
,ᎠᎱᏱᏏᏍᎪᎢ,ahuyị³sịsgo³ʔi,,,,
,ᎯᎱᏱᎤᏌ,hịhuyịụsa,,,,
,ᎤᎱᏱᏒᏗ,uhuyị³svhdi,,,,
,,,,,,
ENTRY,ᎠᎲᏍᎦ,ạhṿsga,vi,He is sitting.,x,
,ᏥᎥᏍᎦ,gahṿsga,,,Definition fix,
,ᎤᏅᎢ,uhnv²³ʔi,,,Stem fix,
,ᎠᎲᏍᎪᎢ,ạhṿsgo³ʔi,,,Entry was whacked,
,ᎯᎲᎦ,hạhṿga,,,"Compare to ""he is placing ... ground""",
,ᎤᏗ,uhdi,,,,
,,,,,,
,,,,,,
ENTRY,ᎠᎲᏍᎦ,a¹hṿ³sga,vt,"He is placing it (something solid) on the ground.;
He is laying it (something solid) down.;
He is setting it (something solid) down.",x,This is the root in King's 1978 list and in the CED. The version in King's 1975 Dictionary is /-ʔv-/. 
,ᏥᎥᏍᎦ,tsị²ʔṿ³sga,,,"Compare to ""he is sitting"".",
,ᎤᏅᎢ,u¹hnv²³ʔi,,,,
,ᎠᎲᏍᎪᎢ,a¹hṿ²sgo³ʔi,,,,
,ᎯᎲᎦ,hị²hv¹ga,,,,
,ᎤᏗ,u²hdi,,,,
,,,,,,
ENTRY,ᎠᎥᏏ,a¹ʔṿ³hsi,vt,He is handing it (something solid) to him.,,"This verb is weird. My interpretation of King's @ with this is that the root loses the ""hs"" but not the root vowel.  ᎯᎥᏏ (Immediate/Imperative) is a case in point. "
,ᏥᎥᏏ,tsi²ʔṿ³si,,,,
,ᎤᎥᏁᎸᎢ,u¹ʔvnẹ³lv²³ʔi,,,,
,ᎠᎥᏁᎰᎢ,a¹ʔvne³ho³ʔi,,,,
,ᎯᎥᏏ,hi²ʔṿ³hsi,,,,
,ᎤᎥᏁᏗ,u²ʔvnhdi,,,,
note,"ᏥᏌ ᎤᏁᏨᎩ; ᎾᏍᎩ ᎨᏎᏍᏗ ᎠᎬᎭᎸᏛ <u>ᏥᏁᎸᎭ</u> ᎾᏍᎩ ᎠᏊᏅᎯ ᎨᏎᏍᏗ. ᎤᏭᏅᏃ ᎠᎬᎭᎸᏛ <u>ᎤᏁᎸᎩ</u> ᏧᏓᏏ ᎢᏍᎦᎳᏗ ᏌᏩᏂ ᎤᏪᏥ.
Jesus answereth, ‘That one it is to whom I, having dipped the morsel, <u>shall give it</u>;’ and having dipped the morsel, <u>he giveth [it]</u> to Judas of Simon, Iscariot.
[ᏣᏂ 13:26]",,,,,
,,,,,,
ENTRY,ᎠᎲᏓᎩᎠ,ahvdạgị³ʔa,vt,He is taking it (something long) off a fire.,x,
,ᏥᎥᏓᎩᎠ,tsịʔvdạgị³ʔa,,,,
,ᎤᎲᏓᎩᏒᎢ,uhvdạgị³sv²³ʔi,,,,
,ᎠᎲᏓᎩᏍᎪᎢ,ahvdạgị³sgo³ʔi,,,,
,ᎯᎲᏓᎩ,hịhvdạgi,,,,
,ᎤᎲᏓᎩᏍᏗ,uhvdạgị³sdi,,,,
,,,,,,
ENTRY,ᎠᎲᏔᏍᎦ,ahvtah³sga,vt,He is putting it (something long) into a fire.,x,
,ᏥᎥᏔᏍᎦ,tsịʔvtah³sga,,,,
,ᎤᎲᏛᏅᎢ,uhvta³nv²³ʔi,,,,
,ᎠᎲᏔᏍᎪᎢ,ahvtah³sgo³ʔi,,,,
,ᎯᎲᏔᎦ,hịhvta³ga,,,,
,ᎤᎲᏔᏗ,uhvtdi,,,,
,,,,,,
ENTRY,ᎠᎳᏍᎬᎠ,alasgvʔa,vi,He is taking a step.; He is stepping.,x,
,ᎦᎳᏍᎬᎠ,galạsgvʔa,,,Francis has ᎥᎢ and not ᏒᎢ for PAST.,
,ᎤᎳᏍᎬᏒᎢ,ulasgvsv²³ʔi,,,,
,ᎠᎳᏍᎬᏍᎪᎢ,alasgvsgo³ʔi,,,,
,ᎭᎳᏍᎬᎾ,halasgvna,,,,
,ᎤᎳᏍᎬᏍᏗ,ulasgvsdi,,,,
,,,,,,
ENTRY,ᎠᎳᏍᏚᏬᎠ,ahlsdụ³woʔa,vi,He is pulling corn blades.,x,
,ᏥᎳᏍᏚᏬᎠ,tsịlsdụ³woʔa,,,Definition fix.,
,ᎤᎳᏍᏚᏬᎥᎢ,uhlsdụ³woʔv²³ʔi,,,Francis IMM is plural object?,
,ᎠᎳᏍᏚᏬᏍᎪᎢ,ahlsdụ³wosgo³ʔi,,,,
,ᎯᎳᏍᏚᏬᏣ,hịhlsdụ³wotsa,,,,
,ᎤᎳᏍᏚᏬᏍᏗ,uhlsdụ³wosdi,,,,
,,,,,,
ENTRY,ᎠᎳᏍᏛᎥᏍᎦ,alasdṿʔvsga,vt,He is stepping on it.,x,
,ᎦᎳᏍᏛᎥᏍᎦ,galạsdṿʔvsga,,,Francis shows ulasdvhnvi PAST,
,ᎤᎳᏍᏛᏅᎢ,ulasdṿʔnv²³ʔi,,,,
,ᎠᎳᏍᏛᎥᏍᎪᎢ,alasdṿʔvsgo³ʔi,,,,
,ᎭᎳᏍᏛᎥᎦ,halasdṿʔvga,,,,
,ᎤᎳᏍᏛᏗ,ulasdvhdi,,,,
,,,,,,
ENTRY,ᎠᎳᏫᏗᎭ,ahlạwi³dịha,vi,"He is flying away; 
He is taking off flying. ",,"Updated gloss to deconflict ᎦᏃᎯᎵ, gloss from CED. tlw"
,ᎦᎳᏫᏗᎭ,gạʔlạwi³dịha,,,,
,ᎤᎳᏫᏛᎲᎢ,uhlạwi³dṿhv²³ʔi,,,,
,ᎠᎳᏫᏗᏍᎪᎢ,ahlạwi³dịsgo³ʔi,,,,
,ᎭᎳᏫᏓ,hahlạwi³da,,,,
,ᎤᎳᏫᏘᏗ,uhlạwi³tdi,,,,
,,,,,,
ENTRY,ᎠᎴ,ạle,pt,"And.;
Or.",,
note,"ᏥᎪ ᏣᏓᎵᎢ <u>ᎠᎴ</u> ᏗᏤᏥ ᎠᏁᎭ?
Hast thou a Wife <u>and</u> Children?
[ᏧᏁᎶᏗ ᏚᏂᎩᏒᏒᎢ]",,,,,
,,,,,,
ENTRY,ᎠᎴᏂᎠ,alenịʔa,vt,"He is starting it.;
He is beginning it.",x,ᏔᎻᎵ verified with WCU doc. Also fixed in online dictionary
,ᎦᎴᏂᎠ,galenịʔa,,,,
,ᎤᎴᏅᎥᎢ,ulenṿʔv²³ʔi,,,,
,ᎠᎴᏂᏍᎪᎢ,alenisgo³ʔi,,,,
,ᎭᎴᎾ,halena,,,,
,ᎤᎴᏅᏗ,ulenhdi,,,,
,,,,,,
ENTRY,ᎠᎴᏅᏗᎭ,alẹnvhdịha,vi,He is beginning with.,x,ᏔᎻᎵ verified with WCU doc.
,ᎦᎴᏅᏗᎭ,galẹnṿʔdịha,,,,
,ᎤᎴᏅᏔᏅᎢ,ulẹnvhtạnv²³ʔi,,,,
,ᎠᎴᏅᏗᏍᎪᎢ,alẹnvhdịsgo³ʔi,,,,
,ᎭᎴᏅᏓ,halẹnvhda,,,,
,ᎤᎴᏅᏙᏗ,ulẹnvhdohdi,,,,
note,"ᎾᏍᎩ ᎯᎠ <u>ᎤᎴᏅᏔᏅᎩ</u> ᏥᏌ ᎤᏍᏆᏂᎪᏗ ᏚᎸᏫᏍᏓᏁᎸᎩ ᎨᎵᎵ ᎨᏂ ᎦᏚᎲᎢ, …
This <u>beginning of</u> the signs did Jesus in Cana of Galilee, …
[ᏣᏂ 2:11]",,,,,
,,,,,,
ENTRY,ᎠᎵᎡᏂᎠ,ạliʔenia,vi,He is crippled.,,
,ᏥᎵᎡᏂᎠ,tsịliʔenia,,,,
,ᎤᎵᎡᏂᎡᏍᏛᎢ,uliʔenịesdv²³ʔi,,,,
,ᎠᎵᎡᏂᎣᎢ,ạliʔenio³ʔi,,,,
,ᎯᎵᎡᏂᎡᏍᏗ,hịliʔenịesdi,,,,
,ᎤᎵᎡᏂᎡᏍᏗ,uliʔenịesdi,,,,
,,,,,,
ENTRY,ᎠᎵᎢ,alịʔi,n,Friendship.,,
,,,,,,
ENTRY,ᎠᎵᎪᏁᎭ,alikọneha,vt,He is wishing to accompany.,,
,ᏥᏯᎵᎪᏁᎭ,tsiyaligọʔneha,,,,
,ᎤᎵᎪᏁᎸᎢ,ulikọnẹʔlv²³ʔi,,,,
,ᎠᎵᎪᏁᎰᎢ,alikọneho³ʔi,,,,
,ᎯᏯᎵᎪᎥᏏ,hiyaligọṿʔsi,,,,
,ᎤᎵᎪᏁᏗ,ulikọnhdi,,,,
note,"… ᎢᎸᎯᏳᏃ <u>ᏕᏣᎵᎪᏁᎸ</u> ᎾᏍᎩ ᎢᎨᎬᏁᎸᎯ.
… and partly <u>having become partners of</u> those so living,
[ᎠᏂᏈᎷ 10:33]",,,,,
,,,,,,
ENTRY,ᎠᎵᎬᎩᎠ,ạlịgvgiʔa,vt,He is ripping it.,x,
,ᏥᎵᎬᎩᎠ,tsịlịgvgiʔa,,,,
,ᎤᎵᎬᎩᏒᎢ,ulịgvgisv²³ʔi,,,,
,ᎠᎵᎬᎩᏍᎪᎢ,ạlịgvgisgo³ʔi,,,,
,ᎯᎵᎬᎩ,hịlịgvgi,,,,
,ᎤᎵᎬᎩᏍᏗ,ulịgvgisdi,,,,
,,,,,,
ENTRY,ᎠᎵᎬᏯᏍᎦ,alịgṿyhsga,vi,He is diving.,,
,ᎦᎵᎬᏯᏍᎦ,galịgṿyʔsga,,,,
,ᎤᎵᎬᏴᎢ,ulịgṿʔhyv²³ʔi,,,,
,ᎠᎵᎬᏯᏍᎪᎢ,alịgṿyhsgo³ʔi,,,,
,ᎭᎵᎬᏯ,halịgṿʔya,,,,
,ᎤᎵᎬᏯᏍᏗ,ulịgṿʔhysdi,,,,
,,,,,,
ENTRY,ᎠᎵᎭ,ahlịha,vi,He is fighting.,,
,ᎦᎵᎭ,gạʔlịha,,,,
,ᎤᎵᎸᎢ,uhlịlv²³ʔi,,,,
,ᎠᎵᎰᎢ,ahlịho³ʔi,,,,
,ᎭᎵᎦ,hahlga,,,,
,ᎤᎵᏍᏗ,uhlsdi,,,,
note,"ᎤᎩᏨᏛᏃ ᏚᎾᏄᎪᏤᎴ <u>ᎠᎾᎵᎲᎢ</u> …
‘On the succeeding day, also, he shewed himself to them as <u>they are striving</u> …
[ᎨᏥᏅᏏᏛ ᏄᎾᏛᏁᎵᏙᎸᎢ 7:26]",,,,,
,,,,,,
ENTRY,ᎠᎵᎮᎵᎦ,alihe³liga,vi,"He is happy.;
He is giving thanks.",,
,ᎦᎵᎡᎵᎦ,galịʔe³liga,,,,
,ᎤᎵᎮᎵᏨᎢ,ulihe³litsv²³ʔi,,,,
,ᎠᎵᎮᎵᎪᎢ,alihe³ligo³ʔi,,,,
,ᎭᎵᎮᎵᎩ,halihe³ligi,,,,
,ᎤᎵᎮᎵᏍᏗ,ulihe³lisdi,,,,
